ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class
AS/NZS 2442.2:2000/Amdt 2:2007,ZANUSSI,6,,Autosensing,Italy,600.0,850.0,Each individual model number listed above,TCE 7145,AS/NZS 2442.1:1996,273,1.93,1.5,Ready to Wear,172.0,"Australia,New Zealand",Expired,16134,4.685,,Condenser,600.0,2009-07-28,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,4.5,,Timer,China,,,Each individual model number listed above,HDY45-1,AS/NZS 2442.1:1996,221,1.478,1.0,Cotton 150 min,150.0,"Australia,New Zealand",Expired,16340,3.513,,Vented,,2009-08-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,MAYTAG,9,,Autosensing,United States,718.0,1080.0,Each individual model number listed above,MDE7550AGW,AS/NZS 2442.1:1996,423,1.739,1.5,"Sensor Dry, Normal Dry, Medium Temp",114.0,"Australia,New Zealand",Expired,12298,7.143,,Vented,686.0,2008-04-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,TELMANN,6,False,Timer,China,560.0,825.0,Each individual model number listed above,TEL60D,AS/NZS 2442.1:1996,315,1.04,1.0,Extra Dry,190.0,"Australia,New Zealand",Expired,32834,4.68,,Vented,595.0,2012-02-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,6,False,Timer,China,560.0,825.0,Each individual model number listed above,HDY60,AS/NZS 2442.1:1996,315,1.04,1.0,Extra Dry,190.0,"Australia,New Zealand",Expired,32832,4.68,,Vented,595.0,2012-02-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1433 RD,AS/NZS 2442.1:1996,174,2.2154,2.0,AutoDry More,236.0,"Australia,New Zealand",Expired,19131,3.169,58.0,Condenser,,2010-01-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,MISTRAL,3.5,,Timer,China,425.0,685.0,Each individual model number listed above,MTD3,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,19151,2.71,,Vented,630.0,2010-01-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,SAMSUNG ELECTRONICS,4,True,Timer,China,,,Each individual model number listed above,WD-J1255C,AS/NZS 2442.1:1996,153,3.0068,3.0,"Dry, 210 minutes",178.0,"Australia,New Zealand",Expired,33342,3.109,41.36,Condenser,,2012-02-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,7,,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,TD-700E,AS/NZS 2442.1:1996,298,2.3482,2.0,Cottons Very Dry,137.0,"Australia,New Zealand",Expired,16219,5.537,,Condenser,,2009-08-10,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,7,,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,TD-C700E,AS/NZS 2442.1:1996,301,2.2866,2.0,"Cottons, Very Dry",172.0,"Australia,New Zealand",Expired,18074,5.495,,Condenser,,2009-12-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,ARISTON,6,,Autosensing,Italy,,,single,AS 60 VX,AS/NZS 2442.1:1996,272,1.9614,1.5,"Automatic, High Heat",130.0,"Australia,New Zealand",Expired,19684,4.855,,Vented,,2010-04-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,ARISTON,6,,Autosensing,Italy,,,single,AS 60 V,AS/NZS 2442.1:1996,272,1.9614,1.5,"Automatic, High Heat",130.0,"Australia,New Zealand",Expired,19684,4.855,,Vented,,2010-04-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1485RD,AS/NZS 2442.1:1996,163,2.6173,2.5,"Dry, Cupboard",189.0,"Australia,New Zealand",Expired,21885,3.202,46.0,Condenser,,2010-09-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,INDESIT,3.5,True,Timer,Italy,,,Each individual model number listed above,WIDL 106.,AS/NZS 2442.1:1996,143,2.6177,2.5,150 Minutes Cotton,150.0,"Australia,New Zealand",Expired,22708,2.7223,31.5,Condenser,,2010-10-12,,
AS/NZS 2442.2:2000/Amdt 2:2007,INDESIT,4,True,Autosensing,Italy,,,Each individual model number listed above,WIDL106,AS/NZS 2442.1:1996,150,3.1287,3.0,"Program No.7, Cupboard Dry",192.0,Australia,Expired,25349,3.119,65.0,Condenser,,2011-03-24,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,6,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1227RD,AS/NZS 2442.1:1996,203,3.7618,3.5,Cottons Very Dry,175.0,"Australia,New Zealand",Expired,19136,4.74,62.0,Condenser,,2010-01-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6.5,,Autosensing,Slovenia,600.0,850.0,single,KED600,AS/NZS 2442.1:1996,289,2.08,2.0,Hot Cotton Program,167.0,"Australia,New Zealand",Expired,20543,5.093,,Condenser,600.0,2010-05-31,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Timer,"""Korea, Republic of""",645.0,842.0,Each individual model number listed above,WD-1412RD,AS/NZS 2442.1:1996,164,2.58,2.5,Dry 150 minutes,171.0,,Expired,3796,3.11,,Condenser,597.0,2007-05-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,ARISTON,5,,Timer,Italy,,,Each individual model number listed above,A33V,AS/NZS 2442.1:1996,238,1.6612,1.5,Timer 120 Cotton,120.0,Australia,Expired,10209,3.885,,Vented,,2007-08-27,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6,,Timer,United Kingdom,590.0,850.0,Each individual model number listed above,KED420,AS/NZS 2442.1:1996,291,1.54,1.5,120 minutes +,120.0,Australia,Expired,11657,4.697,,Vented,596.0,2007-12-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6,,Timer,United Kingdom,590.0,850.0,Each individual model number listed above,KED400,AS/NZS 2442.1:1996,291,1.54,1.5,120 minutes +,120.0,Australia,Expired,11657,4.697,,Vented,596.0,2007-12-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,ZANUSSI,6,,Autosensing,Italy,600.0,850.0,Each individual model number listed above,TCE 7145,AS/NZS 2442.1:1996,273,1.93,1.5,Ready To Wear,172.0,"Australia,New Zealand",Expired,15164,4.685,,Condenser,600.0,2009-04-23,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T4882C,AS/NZS 2442.1:1996,221,2.11,2.0, NORMAL (DRYING LEVEL +1),124.0,"Australia,New Zealand",Expired,16418,3.94,,Condenser,600.0,2009-08-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T4124,AS/NZS 2442.1:1996,209,2.46,2.0,"Cottons, Normal",120.0,"Australia,New Zealand",Expired,19675,3.94033,,Vented,600.0,2010-02-23,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T4224C,AS/NZS 2442.1:1996,216,2.258,2.0,"Cottons, Normal",130.0,"Australia,New Zealand",Expired,19677,3.916,,Condenser,600.0,2010-02-23,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T270C,AS/NZS 2442.1:1996,219,2.1731,2.0,Cottons Normal +,119.0,"Australia,New Zealand",Expired,9840,3.953,,Condenser,600.0,2007-08-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T4653C,AS/NZS 2442.1:1996,217,2.22,2.0,NORMAL,120.0,"Australia,New Zealand",Expired,16417,3.903,,Condenser,600.0,2009-08-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,6,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T1526,AS/NZS 2442.1:1996,247,2.55,2.5,Cottons Extra Dry,130.0,"Australia,New Zealand",Expired,3740,4.75,0.0,Vented,600.0,2005-06-09,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T 781,AS/NZS 2442.1:1996,213,2.34,2.0,P3 Normal dry,115.0,,Expired,3787,3.89,0.0,Condenser,595.0,2006-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,TD 44,AS/NZS 2442.1:1996,213,2.34,2.0,P3 Normal dry,115.0,,Expired,3787,3.89,0.0,Condenser,595.0,2006-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T 741,AS/NZS 2442.1:1996,213,2.34,2.0,P3 Normal dry,115.0,,Expired,3789,3.89,0.0,Condenser,595.0,2006-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,TD 44,AS/NZS 2442.1:1996,213,2.34,2.0,P3 Normal dry,115.0,,Expired,3789,3.89,0.0,Condenser,595.0,2006-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,single,WD-12498FD,AS/NZS 2442.1:1996,204,2.6503,2.5,"Dry-Eco, 1200 rpm",226.0,"Australia,New Zealand",Approved,39400,4.02,15.0,Condenser,,2013-09-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,single,WD-12490FD,AS/NZS 2442.1:1996,204,2.6503,2.5,"Dry-Eco, 1200 rpm",226.0,"Australia,New Zealand",Approved,39400,4.02,15.0,Condenser,,2013-09-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,7,False,Autosensing,Poland,,,single,WTE86300AU,AS/NZS 2442.1:1996,307,2.165,2.0,Cottons Dry Plus,176.0,"Australia,New Zealand",Expired,23853,5.5,,Condenser,,2010-12-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,7,False,Autosensing,Poland,,,single,WTE84100AU,AS/NZS 2442.1:1996,307,2.165,2.0,Cottons Dry Plus,176.0,"Australia,New Zealand",Expired,23853,5.5,,Condenser,,2010-12-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,7,False,Autosensing,Poland,,,single,WDT2,AS/NZS 2442.1:1996,307,2.165,2.0,Cottons Dry Plus,176.0,"Australia,New Zealand",Expired,23853,5.5,,Condenser,,2010-12-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,6,,Autosensing,Germany,570.0,860.0,single,WTL6300AU,AS/NZS 2442.1:1996,257,2.31,2.0,Very Dry,147.0,,Expired,9481,4.713,0.0,Condenser,600.0,2006-10-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,6,,Autosensing,Germany,570.0,860.0,single,WTL6500AU,AS/NZS 2442.1:1996,257,2.31,2.0,Very Dry,147.0,,Expired,9481,4.713,0.0,Condenser,600.0,2006-10-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,6,,Autosensing,Sweden,595.0,850.0,single,TD22,AS/NZS 2442.1:1996,270,2.0,2.0,Program 2Dry,144.0,"Australia,New Zealand",Expired,20074,4.6,,Condenser,595.0,2010-04-14,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,6,,Autosensing,Sweden,595.0,850.0,single,T741,AS/NZS 2442.1:1996,270,2.0,2.0,Program 2Dry,144.0,"Australia,New Zealand",Expired,20074,4.6,,Condenser,595.0,2010-04-14,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6.5,,Autosensing,Slovenia,,,single,KED600,AS/NZS 2442.1:1996,289,2.08,2.0,Hot Cotton Program,149.0,"Australia,New Zealand",Expired,19279,5.099,,Condenser,,2010-03-03,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,3.5,,Timer,Australia,,,single,39S355L,AS/NZS 2442.1:1996,194,0.724,1.0,Hot,118.0,"Australia,New Zealand",Expired,14375,2.72,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,3.5,,Timer,Australia,,,single,39P350L,AS/NZS 2442.1:1996,194,0.724,1.0,Hot,118.0,"Australia,New Zealand",Expired,14375,2.72,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,TEST,5,,Autosensing,Australia,,,single,xxxxx,AS/NZS 2442.1:1996,52,5.0,5.0,ghfthtstr,100.0,"Australia,New Zealand",Expired,14052,5.0,,Vented,,2009-07-14,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID ST GEORGE,9,,Autosensing,United States,712.0,1095.0,single,LEK33/37  LEG33/37,AS/NZS 2442.1:1996,437,2.19,2.0,Automatic Regular/Delicate,123.0,,Expired,3792,7.93,0.0,Vented,683.0,2007-01-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,9,False,Autosensing,United States,,,single,LTKA6,AS/NZS 2442.1:1996,405,2.01,2.0,Delicate & (Regular / Perm Press),113.0,Australia,Expired,32380,7.13,,Vented,,2012-01-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,3.5,,Timer,Australia,,,single,LD353,AS/NZS 2442.1:1996,183,1.083,1.0,Hot,116.0,"Australia,New Zealand",Expired,14382,2.72,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,3.5,,Timer,Australia,,,single,LD352,AS/NZS 2442.1:1996,183,1.083,1.0,Hot,116.0,"Australia,New Zealand",Expired,14382,2.72,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,V-ZUG,6,False,Autosensing,,600.0,850.0,single,958,AS/NZS 2442.1:1996,126,6.7,6.0,"Normal dry, Dryness setting 4",182.0,"Australia,New Zealand",Approved,51329,4.8003,,Condenser,595.0,2015-07-14,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,5,,Autosensing,Australia,,,single,39S555L,AS/NZS 2442.1:1996,228,1.925,1.5,Hot,154.0,"Australia,New Zealand",Expired,14381,3.97,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,5,,Autosensing,Australia,,,single,39S550L,AS/NZS 2442.1:1996,228,1.925,1.5,Hot,154.0,"Australia,New Zealand",Expired,14381,3.97,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,MAYTAG,9,,Autosensing,United States,740.0,1180.0,single,MDE8550AGW,AS/NZS 2442.1:1996,418,1.8,1.5,"Auto Dry, Regular, More Dry",117.0,"Australia,New Zealand",Expired,16577,7.274,,Vented,770.0,2009-09-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,MAYTAG,9,,Autosensing,United States,740.0,1180.0,single,MDE6400AGW,AS/NZS 2442.1:1996,418,1.8,1.5,"Auto Dry, Regular, More Dry",117.0,"Australia,New Zealand",Expired,16577,7.274,,Vented,770.0,2009-09-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELBA,4.5,False,Timer,"New Zealand,Thailand",,,Each individual model number listed above,DE45F56AW1,AS/NZS 2442.1:1996,234,1.11,1.0,Regular,140.0,New Zealand,Approved,40060,3.497,,Vented,,2013-11-06,,
AS/NZS 2442.2:2000/Amdt 2:2007,SMEG,6,,Autosensing,United Kingdom,580.0,850.0,single,SCD772,AS/NZS 2442.1:1996,291,1.546,1.5,Extra dry,176.0,New Zealand,Approved,18011,4.65,,Condenser,595.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,SMEG,6,,Autosensing,United Kingdom,580.0,850.0,single,SCD777,AS/NZS 2442.1:1996,291,1.546,1.5,Extra dry,176.0,New Zealand,Approved,18011,4.65,,Condenser,595.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,BAUMATIC,5,False,Timer,Chile,525.0,600.0,single,BK6DR2003,AS/NZS 2442.1:1996,240,1.6,1.5,COTTON,170.0,New Zealand,Approved,30406,3.883,,Vented,885.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,BAUMATIC,5,,Timer,Chile,525.0,600.0,Each individual model number listed above,BK6DR2000,AS/NZS 2442.1:1996,240,1.6097,1.5,Cotton,170.0,New Zealand,Approved,22153,3.883,,Vented,885.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,6,False,Autosensing,China,620.0,825.0,Each individual model number listed above,HDY6-1,AS/NZS 2442.1:1996,305,1.257,1.0,Cotton Very Dry,120.0,"Australia,New Zealand",Expired,37661,4.672,,Condenser,595.0,2013-02-05,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,6,False,Autosensing,Poland,630.0,850.0,Each individual model number listed above,EDI96150,AS/NZS 2442.1:1996,264,2.15,2.0,"Cotton, cupboard, max dryness",150.0,"Australia,New Zealand",Expired,34094,4.723,,Condenser,600.0,2012-05-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,HOMEMAKER,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,GDZ3.5-61,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,Australia,Expired,27980,2.71,,Vented,630.0,2011-07-09,,
AS/NZS 2442.2:2000/Amdt 2:2007,HOMEMAKER,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,HMD35,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,Australia,Expired,24539,2.71,,Vented,630.0,2011-03-16,,
AS/NZS 2442.2:2000/Amdt 2:2007,TELMANN,3.5,,Timer,China,425.0,685.0,Each individual model number listed above,MTD3B,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,19960,2.71,,Vented,630.0,2010-03-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,FISHER & PAYKEL,3.5,False,Manual,New Zealand,,,single,DE35F56AW1,AS/NZS 2442.1:1996,190,0.86,1.0,Regular,110.0,"Australia,New Zealand",Approved,36682,2.722,,Vented,,,,
AS/NZS 2442.2:2000/Amdt 2:2007,CONIA,4.5,,Timer,China,,,Each individual model number listed above,CDM4501,AS/NZS 2442.1:1996,221,1.478,1.0,Cotton 150 min,150.0,"Australia,New Zealand",Expired,16365,3.513,,Vented,,2009-09-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,single,WD12495FD,AS/NZS 2442.1:1996,204,2.6503,2.5,"Dry-Eco, 1200 rpm",226.0,"Australia,New Zealand",Approved,39962,4.02,15.0,Condenser,,2014-10-06,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,single,WD12490FD,AS/NZS 2442.1:1996,204,2.6503,2.5,"Dry-Eco, 1200 rpm",226.0,"Australia,New Zealand",Approved,39962,4.02,15.0,Condenser,,2014-10-06,,
AS/NZS 2442.2:2000/Amdt 2:2007,Technika,4,True,Timer,Italy,,,,TWDC84,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.00683301501,3.0,"Dry program, 190 minutes, 1300 RPM",173.0,"Australia,New Zealand",Approved,68227,3.923,71.2,Condenser,,2017-09-25,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,6,,Autosensing,Germany,570.0,860.0,single,WTL6500AU,AS/NZS 2442.1:1996,257,2.31,2.0,Very Dry,147.0,,Expired,9480,4.713,0.0,Condenser,600.0,2006-10-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,6,,Autosensing,Germany,570.0,860.0,single,WTL6300AU,AS/NZS 2442.1:1996,257,2.31,2.0,Very Dry,147.0,,Expired,9480,4.713,0.0,Condenser,600.0,2006-10-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,7,False,Autosensing,France,,,Each individual model number listed above,AWA970B,AS/NZS 2442.1:1996,315,2.007,2.0,Cotton Cupboard Dry,170.0,"Australia,Fiji,New Zealand",Approved,39893,5.534,,Condenser,,2013-09-05,,
AS/NZS 2442.2:2000/Amdt 2:2007,FISHER & PAYKEL,4.5,False,Autosensing,New Zealand,,,Each individual model number listed above,DE45F56EW1,AS/NZS 2442.1:1996,202,2.04,2.0,Regular,125.0,"Australia,New Zealand",Approved,36956,3.517,,Vented,,,,
AS/NZS 2442.2:2000/Amdt 2:2007,AEG,5.5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T520,AS/NZS 2442.1:1996,258,1.7617,1.5,Intensive Dry - Cottons,160.0,"Australia,New Zealand",Expired,12915,4.379,,Condenser,600.0,2008-07-10,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,single,T277C,AS/NZS 2442.1:1996,212,2.373,2.0,Cottons Normal +,118.0,"Australia,New Zealand",Expired,10419,3.94,,Condenser,600.0,2007-09-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T4453C,AS/NZS 2442.1:1996,214,2.31,2.0,NORMAL,118.0,"Australia,New Zealand",Expired,16336,3.911,,Condenser,600.0,2009-08-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,3.5,,Timer,China,425.0,685.0,Each individual model number listed above,HDM3.5-1,AS/NZS 2442.1:1996,145,2.516,2.5,Strong Dry,220.0,"Australia,New Zealand",Expired,16499,2.75,,Vented,630.0,2009-08-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1481RD,AS/NZS 2442.1:1996,163,2.6173,2.5,CupBoard,189.0,"Australia,New Zealand",Expired,19134,3.202,46.0,Condenser,,2010-01-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,FISHER & PAYKEL,8,,Autosensing,New Zealand,700.0,1050.0,Each individual model number listed above,DEIX1,AS/NZS 2442.1:1996,339,2.4131,2.0,"Autosensing, damp",95.0,"Australia,New Zealand",Approved,19704,6.347,,Vented,685.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,single,WD-1247RD and WD-1248RD,AS/NZS 2442.1:1996,229,1.8984,1.5,Dry - Normal,197.0,"Australia,New Zealand",Expired,27734,4.074,64.0,Condenser,,2011-06-20,,
