ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,183,475,Water Saving; Cold wash; 2 Rinses; 1200 rpm spin; Intensive wash; Eco Bubble,80.0,True,Dual,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WD1102XVM,AS/NZS 2040.1:2005/Amdt 3:2010,3.56,3.5,0.0,0.4,Water Saving; 40 deg C wash; 2 Rinses; 1200 rpm spin; Intensive wash; Eco Bubble,"Australia,Fiji,New Zealand",0.41,59147,Approved,174.0,81.0,Drum,0.575,,2016-07-13,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAWQ,AS/NZS 2040.1:2005/Amdt 3:2010,4.00107797046,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.","Australia,Fiji,New Zealand",2.004,65682,Approved,268.0,70.99,Drum,0.59,600.0,2017-05-21,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAGD,AS/NZS 2040.1:2005/Amdt 3:2010,4.00107797046,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.","Australia,Fiji,New Zealand",2.004,65682,Approved,268.0,70.99,Drum,0.59,600.0,2017-05-21,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,141,360,Water Saving; Cold water; 2 Rinses; Intensive; Bubble wash; 1400 rpm spin	,63.58,True,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WD0754W8E,AS/NZS 2040.1:2005/Amdt 3:2010,3.507,3.5,0.0,0.7,Water Saving; 40°C; 2 Rinses; Intensive; Bubble wash; 1400 rpm spin,"Australia,Fiji,New Zealand",0.67,56901,Approved,263.0,64.58,Drum,0.593,,2016-04-16,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,150,680,"Water Saving, Cold, Extra High, Heavy, Extra Spin",99.75,False,Dual,"""Korea, Republic of""",True,725.0,Non Drum,1150.0,1.0,No,Top,Agitator,WA5471ABW,AS/NZS 2040.1:2005/Amdt 3:2010,2.67162161943,2.5,0.000352,0.425,"Water Saving, Warm water temperature, Extra High spin, Normal soil level, Extra Spin","Australia,Fiji,New Zealand",0.429,63183,Approved,205.0,100.75,Non-Drum,0.61,675.0,2017-01-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,150,680,"Water Saving, Cold, Extra High, Heavy, Extra Spin",99.75,False,Dual,"""Korea, Republic of""",True,725.0,Non Drum,1150.0,1.0,No,Top,Agitator,WA5471ABP,AS/NZS 2040.1:2005/Amdt 3:2010,2.67162161943,2.5,0.000352,0.425,"Water Saving, Warm water temperature, Extra High spin, Normal soil level, Extra Spin","Australia,Fiji,New Zealand",0.429,63183,Approved,205.0,100.75,Non-Drum,0.61,675.0,2017-01-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Eco Bubble, Intensive, 3 rinses, 1200 rpm",58.6,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPW,AS/NZS 2040.1:2005/Amdt 3:2010,3.03952028937,3.0,0.211,0.416,"Water Saving, 40 degC, Eco Bubble, Intensive, 3 rinses, 1200 rpm","Australia,Fiji,New Zealand",0.426,62943,Approved,262.0,59.6,Drum,0.56,600.0,2017-01-09,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,6.5,,183,,51.8,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W1712,AS/NZS 2040.1:2005/Amdt 3:2010,4.58752239545,4.5,0.0,1.87,Cottons 40C,"Australia,New Zealand",0.14,70782,Approved,114.1,51.8,Drum,0.601,,2018-03-11,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive, Bubble wash",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAGD,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive, Bubble wash","Australia,Fiji,New Zealand",2.004,70490,Approved,268.0,70.99,Drum,0.59,600.0,2018-03-12,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive, Bubble wash",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAWQ,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive, Bubble wash","Australia,Fiji,New Zealand",2.004,70490,Approved,268.0,70.99,Drum,0.59,600.0,2018-03-12,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Continental,8,,376,,96.7,False,Cold,China,True,,Drum,,0.4,Yes on both the warm and cold wash programs,Front,Drum,CTG128D,AS/NZS 2040.1:2005/Amdt 3:2010,3.4784,3.0,0.0,0.69,Cotton 40; 1200 RPM,Australia,0.19,55673,Approved,210.44,97.1,Drum,0.64136,,2015-12-20,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Technika,7.5,,465,"Cotton, Normal 60,Medium water level, 1000 rpm.",63.2,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,T75E1000FL,AS/NZS 2040.1:2005/Amdt 3:2010,2.83703,2.5,0.0,2.37,"Cotton, Normal 60,Medium water level, 1000 rpm.","Australia,New Zealand",0.09,45181,Approved,164.5,63.2,Drum,0.652,,2014-08-30,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,195,400,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM",68.7,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WF1804WPC,AS/NZS 2040.1:2005/Amdt 3:2010,3.53036948969,3.5,0.00022,0.33,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM","Australia,Fiji,New Zealand",0.34,61520,Approved,221.07,68.7,Drum,0.51963,,2016-10-17,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,163,359,"Cotton, 40°C, 2 Rinses, 1200rpm, Intensive, Bubble wash",62.3,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WF756UMSAWQ,AS/NZS 2040.1:2005/Amdt 3:2010,3.58674597635,3.5,3e-05,2.08,"CCotton, 40°C, 2 Rinses, 1200rpm, Intensive, Bubble wash","Australia,Fiji,New Zealand",2.14,65735,Approved,280.0,62.3,Drum,0.54848,,2017-05-29,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,INDESIT,7.5,,580,-,61.6,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,Drum,IWD 7105 B,AS/NZS 2040.1:2005/Amdt 3:2010,2.2322,2.0,0.001,0.39,"Program No 2, 60 deg C, 1000 rpm","Australia,New Zealand",0.38,49106,Approved,219.0,61.6,Drum,0.721,,2015-02-15,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9F 29 U/V,AS/NZS 2040.1:2005/Amdt 3:2010,4.21383190288,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,62632,Approved,282.0,0.0,Drum,0.58527,540.0,2016-12-21,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9L 29 U,AS/NZS 2040.1:2005/Amdt 3:2010,4.21383190288,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,62632,Approved,282.0,0.0,Drum,0.58527,540.0,2016-12-21,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,TURBO LINE,6.5,91,629,Heavy Duty;Temp: Cold; Soak 15 mins; Wash 15 mins; waterlevel 60L; Rinse1 waterlevel 60L; Rinse2 waterlevel 47L; Spin 9 mins,117.15,False,Dual,China,False,,Non Drum,,32.51,No,Top,Impeller,BRWM6.5,AS/NZS 2040.1:2005/Amdt 3:2010,1.592,1.5,0.0,1.4,Heavy Duty; Temp: Warm; Soak 15 mins; Wash 15 mins; waterlevel 60L; Rinse1 waterlevel 60L; Rinse2 waterlevel 47L; Spin 9 mins,"Australia,Fiji,New Zealand",1.38,56776,Approved,68.0,149.67,Non-Drum,0.816,,2016-04-27,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIDEA,6,128,593,Heavy Wash; Water level- High; Temp- Cold ; Spin in 2 equal batches; (Operation : Main wash: 15min;   Spin- 3min;   Rinse : 5min;  Final spin: 4min),80.05,False,Cold,China,False,,Non Drum,,28.21,No,Twin Tub,Agitator,TW60-801SU,AS/NZS 2040.1:2005/Amdt 3:2010,1.5864,1.5,0.0,15.2,Heavy Wash; Water level- High; Temp 40 deg C+/-2; Spin in 2 equal batches; (Operation : Main wash: 15min;   Spin- 3min;   Rinse : 5min;  Final spin: 4min),"Australia,New Zealand",0.03,54504,Approved,53.53,108.26,Non-Drum,0.761,,2015-11-08,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIDEA,7,0,527,Not conducted,0.0,False,Dual,China,False,600.0,Non Drum,600.0,0.0,No,Top,Agitator,MB70,AS/NZS 2040.1:2005/Amdt 3:2010,2.44432707356,2.0,0.0,0.029,"Water Saving, Remaining default (Water Level Extra High, Water Temp Warm)","Australia,Fiji,New Zealand,Other",0.029,62072,Approved,73.0,0.0,Non-Drum,0.59,600.0,2016-12-11,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIDEA,6,,524,N.A.,103.52,False,Dual,China,True,,Non Drum,,26.06,No,Top,Agitator,XQB60-9830GU,AS/NZS 2040.1:2005/Amdt 3:2010,1.7737,1.5,0.0,0.98,Fuzzy; Default settings: push start button only (1 step); select hot & cold,"Australia,Fiji,New Zealand",0.98,57887,Approved,80.0,129.58,Non-Drum,0.891,,2016-06-18,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARDA,5,67,516,"Normal,  Water level 8, Cold Wash Temp. ",112.73,False,Dual,China,True,,Non Drum,,25.15,No,Top,Agitator,RVP50,AS/NZS 2040.1:2005/Amdt 3:2010,1.3924,1.0,0.0,1.2,"Normal,  Water level 8, Warm Wash Temp. ","Australia,New Zealand",1.16,44566,Approved,78.76,137.87,Non-Drum,0.864,,2014-08-04,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,350,,68.3,True,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,AQM9D 29 U,AS/NZS 2040.1:2005/Amdt 3:2010,3.7341,3.5,0.0,2.69,"Cotton 60 deg C, 1200 RPM","Australia,New Zealand",2.26,50069,Approved,204.0,68.3,Drum,0.5804,,2015-05-23,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,350,,68.3,True,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,AQXXMD 129,AS/NZS 2040.1:2005/Amdt 3:2010,3.7341,3.5,0.0,2.69,"Cotton 60 deg C, 1200 RPM","Australia,New Zealand",2.26,50069,Approved,204.0,68.3,Drum,0.5804,,2015-05-23,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,350,,68.3,True,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,AQXXMD129,AS/NZS 2040.1:2005/Amdt 3:2010,3.7341,3.5,0.0,2.69,"Cotton 60 deg C, 1200 RPM","Australia,New Zealand",2.26,40221,Approved,204.0,68.3,Drum,0.5804,,2013-10-15,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,7,,368,NORMAL,58.2,False,Dual,China,True,,Drum,,11.0,No,Front,Drum,HWM1270KFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.2606,3.0,0.0,2.963,NORMAL,"Australia,New Zealand",0.037,41505,Approved,157.6,69.2,Drum,0.621,,2014-02-04,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,6,,327,,26.73,False,Dual,China,,,Drum,,8.7,Yes on the warm wash program only,Front,Drum,HK1200TXVE/HWM1260K,AS/NZS 2040.1:2005/Amdt 3:2010,3.24,3.0,,,COTTON 146 MIN,"Australia,New Zealand",,22714,Superseded,117.0,35.39,Drum,0.577,,2010-11-08,2007-03-31,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,5.5,,325,,58.35,,Dual,China,,,Drum,,7.99,No,Front,Drum,HDS1255TVE/HWM1255DS,AS/NZS 2040.1:2005/Amdt 3:2010,2.1116,2.0,,,COTTON 60deg C INTENSIVE,"Australia,New Zealand",,22712,Superseded,152.0,67.3,Drum,0.647,,2010-11-08,2007-03-31,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,9.5,72,678,,65.1,False,Dual,"""Korea, Republic of""",True,,Drum,,31.4,No,Top,Impeller,WT-H950,AS/NZS 2040.1:2005/Amdt 3:2010,2.5033,2.5,2e-05,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,42644,Approved,72.0,96.5,Non-Drum,0.65116,,2014-02-11,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7.5,,300,,61.8,False,Dual,"""Korea, Republic of""",True,,Drum,,0.9,Yes on the warm wash program only,Front,Drum,WD12020D,AS/NZS 2040.1:2005/Amdt 3:2010,4.0854,4.0,4e-05,0.04,"Cotton 40 C, Intensive,1200rpm","Australia,New Zealand",0.04,42475,Approved,254.0,62.7,Drum,0.49589,,2014-01-20,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7,,280,,55.4,False,Dual,"""Korea, Republic of""",True,,Drum,,0.9,Yes on the warm wash program only,Front,Drum,WD11020D,AS/NZS 2040.1:2005/Amdt 3:2010,4.0516,4.0,2.993e-05,0.04,"Cotton 40 C, Intensive,1100rpm","Australia,New Zealand",0.04,42174,Approved,249.0,56.3,Drum,0.51308,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7.5,,300,,61.9,False,Dual,"""Korea, Republic of""",True,,Drum,,0.9,Yes on the warm wash program only,Front,Drum,WD13020D,AS/NZS 2040.1:2005/Amdt 3:2010,4.0474,4.0,2.1536e-05,0.04,"Cotton 40 C, Intensive,1300rpm","Australia,New Zealand",0.04,42172,Approved,263.0,62.8,Drum,0.51609,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,370,,79.6,True,Dual,"""Korea, Republic of""",True,,Drum,,1.3,Yes on the warm wash program only,Front,Drum,WD12576FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.2512,4.0,0.00033,0.04,"Cotton Eco Steam, Normal,40C,1200 rpm, Intensive","Australia,New Zealand",0.04,41967,Approved,162.0,80.9,Drum,0.49853,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,370,,79.6,True,Dual,"""Korea, Republic of""",True,,Drum,,1.3,Yes on the warm wash program only,Front,Drum,WD12570FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.2512,4.0,0.00033,0.04,"Cotton Eco Steam, Normal,40C,1200 rpm, Intensive","Australia,New Zealand",0.04,41967,Approved,162.0,80.9,Drum,0.49853,,2014-01-18,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,221,,66.4,False,Dual,"Germany,Czech Republic",True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W 5873,AS/NZS 2040.1:2005/Amdt 3:2010,4.84163603118,4.5,0.001,0.1,Cottons Eco 40'C,"Australia,New Zealand",0.1,68894,Approved,173.0,66.4,Drum,0.51,,2017-11-20,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,335,,68.2,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030SD,AS/NZS 2040.1:2005/Amdt 3:2010,4.13045,4.0,0.00019,0.28,"Cotton 40 C, Steam Wash, Intensive,Normal,1400rpm","Australia,New Zealand",0.28,40912,Approved,251.0,69.3,Drum,0.4881,,2013-12-01,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,40907,Approved,240.0,69.9,Drum,0.48953,,2013-12-01,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,9.5,72,620,,65.1,False,Dual,"""Korea, Republic of""",True,,Drum,,31.4,No,Top,Impeller,WT-H950,AS/NZS 2040.1:2005/Amdt 3:2010,2.7182,2.5,2e-05,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,40600,Approved,72.0,96.5,Non-Drum,0.65116,,2013-10-30,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8,62,543,,52.0,False,Dual,"""Korea, Republic of""",True,,Drum,,27.7,No,Top,Impeller,WT-H800,AS/NZS 2040.1:2005/Amdt 3:2010,2.6649,2.5,0.0,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,40599,Approved,68.0,79.7,Non-Drum,0.61658,,2013-10-30,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,66.0,True,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.0547,4.0,0.0047,0.3,"Cotton 40 C, Intensive,1400rpm","Australia,New Zealand",0.3,40207,Approved,233.0,67.1,Drum,0.51211,,2013-10-14,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7,,250,,70.6,True,Dual,"""Korea, Republic of""",True,550.0,Drum,850.0,0.9,Yes on the warm wash program only,Front,Drum,WD14700RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.17744276,4.0,0.0,0.3,"Cotton 40 C, Intensive, 1400 rpm","Australia,New Zealand",0.3,42806,Approved,154.0,71.5,Drum,0.574,600.0,2014-03-02,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,6.5,115,630,,62.3,False,Dual,China,True,,Drum,,30.2,No,Top,Impeller,HWMP65-918,AS/NZS 2040.1:2005/Amdt 3:2010,1.618,1.5,0.0,1.17,Normal wash cycle;  Warm Cold;   Wash long; Rinse 1 stage;  Spin 7 min;  Water level 10,"Australia,New Zealand",1.17,59782,Approved,103.0,92.5,Non-Drum,0.78327,,2016-08-06,,Single product class
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14036D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14035D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14039D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7.5,120,640,,44.95,False,Dual,Thailand,True,,Drum,,28.11,No,Top,Impeller,WT-H750,AS/NZS 2040.1:2005/Amdt 3:2010,2.04,2.0,0.0,0.03,"Eco Cotton, Warm","Australia,New Zealand",0.03,47423,Approved,112.0,73.1,Non-Drum,0.69,,2014-11-12,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,9.5,98,678,,65.1,False,Dual,"""Korea, Republic of""",True,,Drum,,31.4,No,Top,Impeller,WT-H950,AS/NZS 2040.1:2005/Amdt 3:2010,2.5033,2.5,2e-05,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,46689,Approved,72.0,96.5,Non-Drum,0.65116,,2014-10-25,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8,90,580,,52.0,False,Dual,"""Korea, Republic of""",True,,Drum,,27.7,No,Top,Impeller,WT-H800,AS/NZS 2040.1:2005/Amdt 3:2010,2.5034,2.5,0.0,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,46688,Approved,68.0,79.7,Non-Drum,0.61658,,2014-10-25,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14039D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,45371,Approved,240.0,69.9,Drum,0.48953,,2014-08-25,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030D,AS/NZS 2040.1:2005/Amdt 3:2010,4.097,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,45371,Approved,240.0,69.9,Drum,0.48953,,2014-08-25,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8,63,580,,52.0,False,Dual,"""Korea, Republic of""",True,,Drum,,27.7,No,Top,Impeller,WT-H800,AS/NZS 2040.1:2005/Amdt 3:2010,2.5034,2.5,0.0,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,42645,Approved,68.0,79.7,Non-Drum,0.61658,,2014-02-11,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,7.5,95,725,,70.5,False,Dual,China,True,,Drum,,36.0,No,Top,Impeller,HWMP75-918,AS/NZS 2040.1:2005/Amdt 3:2010,1.5108,1.5,0.0,0.0,Normal wash cycle; Warm cold; 20 min Soak; Wash long;  Rinse 1 stage;  7 min Spin; Water level 8,"Australia,New Zealand",0.0,59211,Approved,107.0,106.5,Non-Drum,0.91592,,2016-07-09,,Single product class
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Singer,6,,524,Fuzzy,103.52,False,Dual,China,True,,Non Drum,,26.06,No,Top,Impeller,SIWM6000,AS/NZS 2040.1:2005/Amdt 3:2010,1.77,1.5,0.0,0.984,Normal warm wash (default program; push start button only; select hot & cold),"Australia,Fiji,New Zealand",0.985,56795,Approved,80.0,129.58,Non-Drum,0.89,,2016-05-01,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Singer,8,,713,,156.0,False,Dual,China,True,,Non Drum,,36.0,No,Top,Impeller,Singer Model SIWM8000,AS/NZS 2040.1:2005/Amdt 3:2010,1.6,1.5,0.0,0.029,using Soak; 12 min Wash; 7 min Spin; 2 Rinse program seven times per week,"Australia,Fiji,New Zealand",0.029,56495,Approved,113.0,192.0,Non-Drum,1.0,,2016-04-09,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Singer,5,75,459,,96.0,False,Dual,China,False,,Non Drum,,23.0,No,Top,Impeller,SIWM5KG,AS/NZS 2040.1:2005/Amdt 3:2010,1.77,1.5,0.0,1.5,Normal soak; wash temp: warm; water level:5  (Soak; wash; rinse; drain; spin),"Australia,Fiji,New Zealand",1.0,56275,Approved,74.0,119.0,Non-Drum,0.7732,,2016-02-16,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Intensive, bubble wash, 3 rinses, 1200 rpm spin",58.61,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPW,AS/NZS 2040.1:2005/Amdt 3:2010,3.04093399574,3.0,0.211,0.416,"Water Saving, 40 degC, Intensive, bubble wash, 3 rinses, 1200 rpm spin","Australia,Fiji,New Zealand",0.426,70491,Approved,262.0,59.61,Drum,0.56,600.0,2018-03-11,,
