Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Refridgerator,TOSHIBA,GR-M32DA,Thailand,449,2.2326,2,321.17,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,RF610A,Australia,695,1.8783,1.5,614,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LIEBHERR,IKP 2850,Germany,257,2.3749,2,265,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG-300F,China,420,2.4861,2,300,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HELLER,FRCH19,China,258,3.0361,3,145.7,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HELLER,FRCH12,China,249,2.4964,2,95.6,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,PRIMA,PCF097,China,228,2.9019,2.5,100,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HOMEMAKER,HMRD-66WR4HAE/SPM,China,524,2.6178,2.5,527.8,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,HELLER,FRH-14 (Catalogue No. RS-17DC4HA),China,330,1.9219,1.5,131.4,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HELLER,FDH-24 (Catalogue No. RD-24WR4HME),China,352,2.2961,2,202.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,TURBO 3000,BRF 193,China,403,1.6979,1.5,193,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TOSHIBA,GR-H41TA,Thailand,487,2.3074,2,381.61,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TOSHIBA,GR-H46TA,Thailand,484,2.5118,2.5,423.16,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TOSHIBA,GR-H37TA,Thailand,480,2.1605,2,358.32,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TOSHIBA,GR-H32TA,Thailand,461,2.1317,2,321.17,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,HELLER,PPRH-32,China,333,1.2722,1,240.52,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,TURBO LINE,BRF 193,China,403,1.6979,1.5,193,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,HELLER,FDH-28,China,412,2.041,2,239.16,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SIGNATURE,SBR-120,China,270,1.4348,1,122,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,MAYTAG,MC2125PALW,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,MAYTAG,MC2125PALB,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,MAYTAG,MC2125PALS,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,HELLER,Model FDH-86 (Cat. No. BCD-272W),China,430,2.1914,2,286,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,BAUMATIC,BKZ110SS,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,BAUMATIC,BKZ110W,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ELECTROLUX,ETM3900S,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,ELECTROLUX,ETM3900W,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,ELECTROLUX,N390S,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,ELECTROLUX,N390,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-F60PC-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-F60PS-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-F60P*-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,IDEAS,IFR85,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,IDEAS,PFR85,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NVF85RSS,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NVF85RWH,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NVF85R**,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,PRIMA,PFF260S,China,421,2.0987,2,267,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,PRIMA,PFF260,China,421,2.0987,2,267,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MAYTAG,G32026PEKB,United States,738,1.5754,1.5,587.93,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MAYTAG,G32026P***,United States,738,1.5754,1.5,587.93,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160SL-ST-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160SL-W-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160S-ST-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160S-W-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GENERAL ELECTRIC,ZDOG240PSS,Slovenia,326,0.9035,1,156,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,HITANA,HCF100,China,262,2.37,2,103,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HITACHI,R-550ET5X,Thailand,575,2.428,2,550,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,HITACHI,R-550ET5,Thailand,575,2.428,2,550,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WESTINGHOUSE FD213,Australia,349,2.4953,2,207,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,FD212,Australia,349,2.4953,2,207,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WESTINGHOUSE FD153,Australia,300,2.4511,2,145,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,FD152,Australia,300,2.4511,2,145,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ORACLE BY HAIER,HOVF175,China,350,2.1851,2,175,Designation,Freezer,Configuration,Side by Side,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV35NV,Brazil,389,2.8437,2.5,350,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV35NS,Brazil,389,2.8437,2.5,350,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV35NW,Brazil,389,2.8437,2.5,350,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV35**,Brazil,389,2.8437,2.5,350,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WRI22NG,India,381,2.0892,2,216,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WRI22NW,India,381,2.0892,2,216,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WRI22N*,India,381,2.0892,2,216,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,GRAM,KS220-11,Denmark,227,2.5632,2.5,205,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,NOUVEAU,RD-110S,China,270,2.0019,2,84.5,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NOUVEAU,RD-110W,China,270,2.0019,2,84.5,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV43NV,Brazil,472,2.559,2.5,430,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV43NS,Brazil,472,2.559,2.5,430,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV43NW,Brazil,472,2.559,2.5,430,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WMV43**,Brazil,472,2.559,2.5,430,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6GS5***XR*,United States,704,2.3034,2,740,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,KELVINATOR,KBM4300W,Australia,565,1.9446,1.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,SR64*XA,"""Korea, Republic of""",650,2.2492,2,618,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,KELVINATOR,KTM3600W,Australia,448,2.4383,2,368,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,ELECTROLUX,ESM6470W,Australia,810,1.4681,1,643,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,NOUVEAU,RS-143S,Chile,315,0.756,1,114,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Fresh Food",Has an icemaker,FALSE
Refridgerator,NOUVEAU,RS-143W,Chile,315,0.756,1,114,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Fresh Food",Has an icemaker,FALSE
Refridgerator,KELVINATOR,KCM1500W,Australia,300,2.4511,2,145,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,KELVINATOR,KCM2100W,Australia,349,2.4964,2,207,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-260R-ST-A,Thailand,431,1.9772,1.5,260,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-260R-W-A,Thailand,431,1.9772,1.5,260,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-260R****,Thailand,431,1.9772,1.5,260,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TURBO LINE,BFRC 415,China,495,2.451,2,404.4,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WXV47NW,Brazil,488,2.6264,2.5,471,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WXV47NS,Brazil,488,2.6264,2.5,471,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WXV47**,Brazil,488,2.6264,2.5,471,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375UL-ST-A,Thailand,570,1.3568,1,376,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375UL-W-A,Thailand,570,1.3568,1,376,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375U-ST-A,Thailand,570,1.3568,1,376,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375U-W-A,Thailand,570,1.3568,1,376,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,JENN-AIR,JFUI-26***,United States,772,1.9575,1.5,735,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,JENN-AIR,JFUS-26***; JFUI-26***,United States,772,1.9575,1.5,735,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,LG,GC-181STA,China,300,1.1391,1,140,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GC-181SA,China,300,1.1391,1,140,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GR-181SA,China,300,1.1391,1,140,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",Has an icemaker,FALSE
Refridgerator,GENERAL ELECTRIC,PSG22SIP**,"Australia,New Zealand",854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,GSG22KEP**,"Australia,New Zealand",854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,GSG22KEP**,United States,854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PSG22SIP**,United States,854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,GSG25MIP***,Mexico,729,2.2604,2,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,GSG25MIP***,Mexico,729,2.2604,2,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PCG21SIMF**,Mexico,842,1.3775,1,653,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PCG21SIMF**,Mexico,842,1.3775,1,653,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,WESTINGHOUSE,RP241,China,315,1.4871,1,241,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,GENERAL ELECTRIC,PIG23NGS***,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PIG23IB****,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PIG23IBW***,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PSG22SIRF,United States,854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PSG22SIRF**,United States,854,1.2569,1,650,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,AMANA,G32526PEKB,United States,796,1.7704,1.5,734.51,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,AMANA,G32526PEKW,United States,796,1.7704,1.5,734.51,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,GENERAL ELECTRIC,PSG29******,Mexico,883,1.7745,1.5,852,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PSG29,Mexico,883,1.7745,1.5,852,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PCG21MIMF**,Mexico,841,1.379,1,653,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,GENERAL ELECTRIC,PIG21MIMF**,Mexico,841,1.379,1,653,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,WESTINGHOUSE,FR181,China,297,2.8643,2.5,180.1,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,TELMANN,TEL-100W,China,228,2.9019,2.5,100,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415P-ST-A,Thailand,610,1.2864,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415P-W-A,Thailand,610,1.2864,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415P****,Thailand,610,1.2864,1,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Cellar,Special",Has an icemaker,FALSE
