Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Refridgerator,WHIRLPOOL,WRID45TS,India,450,2.7937,2.5,445,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRID45TW,India,450,2.7937,2.5,445,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,GVA,GVAC145,China,296,2.5198,2.5,146.5,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HISENSE,GVAV85,China,314,1.3603,1,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HISENSE,GVAF110,China,317,0.6906,1,108.41,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Haier,HFD647SSI,China,585,2.6879,2.5,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HFD647SS,China,585,2.6879,2.5,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HRF-647F,China,585,2.6879,2.5,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HRF-649F,China,585,2.6879,2.5,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HTD647SSI,China,690,2.0563,2,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HTD647SS,China,690,2.0563,2,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HRF-647T,China,690,2.0563,2,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Haier,HRF-649T,China,690,2.0563,2,647,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,NEC,NVF86RSS,China,314,1.3603,1,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NVF86RWH,China,314,1.3603,1,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,TURBO LINE,BRF 193,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,NEC,NTM-266RWH,China,440,1.9286,1.5,255.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,ORACLE BY HAIER,HOAF245,China,358,1.0162,1,245,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTE5200S,Australia,507,2.6583,2.5,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM3600S,Australia,569,1.667,1.5,357,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM3600W,Australia,569,1.667,1.5,357,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM4200P,Australia,456,2.6344,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM4200W,Australia,456,2.6344,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GC-B197WFI,China,680,1.9477,1.5,581,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GC-B197NFI,China,680,1.9477,1.5,581,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM3900S,Australia,450,2.5515,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM3900P,Australia,450,2.5515,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM3900W,Australia,450,2.5515,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM3000P,Australia,525,1.6323,1.5,300,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM3000W,Australia,525,1.6323,1.5,300,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM3700P,Australia,495,2.1473,2,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM3700S,Australia,495,2.1473,2,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM3700W,Australia,495,2.1473,2,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM4000S,Australia,506,2.1998,2,396,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM4000W,Australia,506,2.1998,2,396,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM4300S,Australia,530,2.1893,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM4300P,Australia,530,2.1893,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM4300W,Australia,530,2.1893,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBE5100S,Australia,545,2.4132,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM5200P,Australia,508,2.6507,2.5,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM5200W,Australia,508,2.6507,2.5,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTE4200S,Australia,468,2.535,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WRM3700P,Australia,353,1.568,1.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WRM3700W,Australia,353,1.568,1.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBE4300S,Australia,530,2.1893,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,TCL,TR-15Q,China,314,0.7998,1,115.7,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,CELL SUN,MF-208,China,355,2.4399,2,208,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UW,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UG,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,AWARD,AWARD GT540,Turkey,469,2.8683,2.5,484,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Chill",Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG331W,China,423,2.5519,2.5,342,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WRM2400SC,China,272,2.0392,2,239,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WRM2400WC,China,272,2.0392,2,239,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WIM1200WC,China,282,1.2224,1,118,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WIM1200SC,China,282,1.2224,1,118,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MISTRAL,MBF050WH,China,266,0.8161,1,47.4,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,MISTRAL,MBF070RH(H),China,280,0.5525,1,41,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,MISTRAL,MBF070SS(H),China,280,0.5525,1,41,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,MISTRAL,MURF136,China,330,1.9746,1.5,143,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,TSUBA TECHNOLOGY,MRF-208W,China,380,2.2743,2,227,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,CHANGHONG,MRF-225W,China,413,1.9106,1.5,225,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,TSUBA TECHNOLOGY,MRF-320W,China,442,2.4404,2,350,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,TSUBA TECHNOLOGY,MRF-398W,China,486,2.4224,2,408,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,TSUBA TECHNOLOGY,HS-260CN,China,310,2.8784,2.5,199,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Tongtel,TBF50,China,235,1.2789,1,47,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,HOMEMAKER,HMBF112BWW,China,320,0.7138,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,Tongtel,TBF100,China,210,2.2098,2,101,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG115S,China,210,2.2098,2,101,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG115,China,210,2.2098,2,101,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG208,China,322,2.7868,2.5,205,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,SIGNATURE,SIG527S,China,492,2.9044,2.5,538.9,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,BOSCH,KAN60A*0AU,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,LEMAIR,FR-90V,China,290,1.7372,1.5,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,LEMAIR,RQ-50H,China,290,0.4907,1,48,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,LEMAIR,RQ-115M,China,320,0.7138,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,Kincrome,K7305,China,256,0.9399,1,46,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM2000WC,China,360,2.2121,2,203,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Trieste,TRD-RS-13DR4SA,China,234,1.7879,1.5,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Trieste,TRD-RS-06DR4SA,China,256,0.9399,1,46,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,TSUBA TECHNOLOGY,MRF-280W,China,420,2.3259,2,300,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,NEC,NVF72RSS,China,277,1.6745,1.5,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NVF72RWH,China,277,1.6745,1.5,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,NEC,NBR100RSS,China,234,1.7879,1.5,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,NEC,NBR100RWH,China,234,1.7879,1.5,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,NEC,NBR46RSS,China,256,0.9399,1,46,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,NEC,NBR46RWH,China,256,0.9399,1,46,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,HITANA,HBF-120,China,270,1.4348,1,122,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,HITANA,HCF-155,China,284,2.7741,2.5,157.8,Designation,Cooled appliance,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,HITANA,HCF-200,China,334,2.6021,2.5,203.4,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ARISTON,MBL 300 F (FE),China,573,1.322,1,316.57,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,INDESIT,TAN 350 F (FE),China,421,2.399,2,309.4,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,DAEWOO,FR-64*K*,"""Korea, Republic of""",520,2.6696,2.5,523.9,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,LEMAIR,RDM-200FF,China,380,2.2743,2,226.39,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32AZS7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32AZ7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32BLS7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32BL7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32OS7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32O7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32VES7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32VE7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32PS7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMEG,FAB32P7,Italy,406,2.7246,2.5,326,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,INDESIT,TAN 400 F (FE),China,458,2.3344,2,354.41,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LEMAIR,FR-90M,China,290,1.8062,1.5,89.1,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,QFLOW,QF250FR-M,China,480,1.8062,1.5,278,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,MISTRAL,MCF070,China,210,2.4859,2,60,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,MISTRAL,MUF340,China,458,2.3344,2,354.41,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM0700WC,China,228,2.4193,2,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM1800SC,China,297,2.8234,2.5,176,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WFM0900WC,China,223,2.7509,2.5,86,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,RANK ARENA,RAF260,China,415,2.2216,2,270,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,RANK ARENA,RABF120,China,292,1.0049,1,108.41,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,MISTRAL,MBF140RH(H),China,270,1.3746,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,MISTRAL,MBF140SS(H),China,270,1.3746,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",Has an icemaker,FALSE
Refridgerator,GAGGENAU,RF463200AU,Turkey,459,2.5126,2.5,320,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,TRUE
Refridgerator,AWARD,AWARD GT465 WH,Turkey,453,2.7022,2.5,425,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,AWARD,AWARD GT465 SS,Turkey,453,2.7022,2.5,425,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,GAGGENAU,RC462200AU,Turkey,261,2.9185,2.5,419,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,SIEMENS,CI24RP00AU,Turkey,261,2.9185,2.5,419,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",Has an icemaker,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS575DW,China,698,1.8113,1.5,576,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,SHARP,SJ-FB624V-WH,Thailand,600,2.590498334,2.5,624,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-FB624V-SL,Thailand,600,2.590498334,2.5,624,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-FP624V-BK,Thailand,600,2.590498334,2.5,624,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-FP624V-SL,Thailand,600,2.590498334,2.5,624,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LG,GR-D907SL,"""Korea, Republic of""",955,1.577048179,1.5,907,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Ice making",Has an icemaker,TRUE
Refridgerator,LG,GR-L730SL,"""Korea, Republic of""",774,1.903280031,1.5,730,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Ice making",Has an icemaker,TRUE
Refridgerator,GALANZ,BD-80A1Q53H,China,249,2.232024895,2,80,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GALANZ,BD-80A1-53H,China,249,2.232024895,2,80,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GALANZ,BD-80Q53H,China,249,2.232024895,2,80,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GALANZ,BD-80-53H,China,249,2.232024895,2,80,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Midea,HD-363FW,China,464,1.943640001,1.5,298,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-48SD/S/O,United States,646,3.05491821,3,905,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI-48SD/S/CH,United States,646,3.05491821,3,905,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI-48SD/S/TH,United States,646,3.05491821,3,905,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI-48SD/S/PH,United States,646,3.05491821,3,905,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,Amber,AR1-150,China,200,2.515685871,2.5,117,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Amber,TR-15A,China,200,2.515685871,2.5,117,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Amber,TR-15Q,China,200,2.515685871,2.5,117,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,LG,GM-B208ST,Mexico,655,2.052220715,2,583,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-339V-SL,Thailand,425,2.530900375,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-339V-WH,Thailand,425,2.530900375,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-244V-WH,Thailand,335,2.85873879,2.5,245,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRIBT34**,India,420,2.564735499,2.5,335.79,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRIBT36**,India,430,2.571974318,2.5,355.79,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-FP676V-SL,Thailand,630,2.54329523,2.5,676,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRIB*45**,India,485,2.507168611,2.5,440,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-SC584R-SL,Thailand,472,3.277446679,3,591,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-SC584R-WH,Thailand,472,3.277446679,3,591,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-GC584R-SL,Thailand,472,3.277446679,3,591,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-GC584R-BK,Thailand,472,3.277446679,3,591,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Amber,TF-10Q,China,202,3.050357324,3,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Amber,TF-10A,China,202,3.050357324,3,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Amber,AF1-100,China,202,3.050357324,3,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRIBT29**,India,435,2.091748099,2,285.63,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
