Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Clothes Washer,LG,WD-1460FHD,257,4.17,4,7,3,3,6.57,
Clothes Washer,HITACHI,PS-40AP,324,0.89,1,2.5,0,3,4.24,
Clothes Washer,LG,WT-H555A,573,1.44,1,5.5,2,3,6.73,
Clothes Washer,ARISTON,AVXL129,280,3.919,3.5,7.5,3.5,3,6.3,
Clothes Washer,WHITE QUEEN,LM60,454,1.59,1.5,5,2,3,6.04,
Clothes Washer,DAEWOO,NW-81R,702,1.85,1.5,8,4,3,8.52,
Clothes Washer,DAEWOO,NW-892,702,1.85,1.5,8,4,3,8.52,
Clothes Washer,ELECTROLUX,EWF1087,378,3.22,3,7,3,3,6.78,
Clothes Washer,BOSCH,WFB3200AU,142,4.28,4,5,2,3,5.42,
Clothes Washer,SAMSUNG,J1255,331,3.6281,3.5,7.5,3.5,3,6.81,
Clothes Washer,HOOVER,700LE,696,1.59,1.5,7,3,3,8.46,
Clothes Washer,AEG,W1255,179,4.44,4,6,2.5,3,5.79,
Clothes Washer,AEG,W1250,179,4.44,4,6,2.5,3,5.79,
Clothes Washer,SAMSUNG,J843,289,3.5695,3.5,7,3,3,6.39,
Clothes Washer,SAMSUNG,B1245,193,4.1593,4,6,2.5,3,5.93,
Clothes Washer,SAMSUNG,B1445AV,192,4.2977,4,6,2.5,3,5.92,
Clothes Washer,SAMSUNG,B1245AV,193,4.1593,4,6,2.5,3,5.93,
Clothes Washer,LG,WT-H555TH,573,1.44,1,5.5,2,3,6.73,
Clothes Washer,HITACHI,SF-H800PX,917,1.33,1,8,4,3,10.17,
Clothes Washer,HITACHI,SF-P80CJ,917,1.33,1,8,4,3,10.17,
Clothes Washer,ZEROWATT,Ambra Super 5,316,2.53,2.5,5.5,2,3,5.66,
Clothes Washer,BOSCH,WFL2080AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,BOSCH,WFL2000AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,NIGHTINGALE,NFW60,414,2.47,2,6,2.5,3,6.14,
Clothes Washer,MIELE,WT2670,199,4.2016,4,5.5,2,3,5.99,
Clothes Washer,ADMIRAL,ATL45,484,1.2976,1,4.5,1.5,3,5.84,
Clothes Washer,FISHER & PAYKEL,AWF 70 MD,364,3.3421,3,7,3,3,6.64,
Clothes Washer,FISHER & PAYKEL,GW612,512,2.0156,2,6.5,3,3,7.12,
Clothes Washer,FISHER & PAYKEL,GW512,442,2.0063,2,5.5,2,3,6.42,
Clothes Washer,NEC,NW-804 / NW-893A,767,1.6042,1.5,8,4,3,9.17,
Clothes Washer,NEC,NW-8 Series,767,1.6042,1.5,8,4,3,9.17,
Clothes Washer,Haier,XQG60-HA800TX,414,2.47,2,6,2.5,3,6.14,
Clothes Washer,BOSCH,WFO2460AU,209,4.19,4,6.5,3,3,6.09,
Clothes Washer,BOSCH,WFO2060AU,209,4.19,4,6.5,3,3,6.09,
Clothes Washer,INDESIT,WD11,327,3.2,3,6,2.5,3,6.27,
Clothes Washer,INDESIT,WE12,277,3.6,3.5,6,2.5,3,6.27,
Clothes Washer,SAMSUNG,SW65ASP2,799,0.93,1,6.5,3,3,8.99,
Clothes Washer,SAMSUNG,P1203J,149,4.6977,4.5,6,2.5,3,5.99,
Clothes Washer,WHIRLPOOL,6ALSS5233***,849,0.93,1,7,3,3,9.49,
Clothes Washer,WHIRLPOOL,6ALBR5233***,643,0.98,1,5.5,2,3,7.43,
Clothes Washer,WHIRLPOOL,6ALBR6245***,679,1.07,1,6,2.5,3,7.79,
Clothes Washer,HITACHI,SF-H800PX,1013,1.31,1,9,4.5,3,11.13,
Clothes Washer,HITACHI,SF-H900TPX,1013,1.31,1,9,4.5,3,11.13,
Clothes Washer,SAMSUNG,SWF-P12,162,4.38,4,5,2,3,5.62,
Clothes Washer,SAMSUNG,SW55APP2,719,0.81,1,5.5,2,3,8.19,
Clothes Washer,SAMSUNG,SWF-P10,137,4.66,4.5,5,2,3,5.87,
Clothes Washer,SAMSUNG,SW80ASP,647,2.04,2,8,4,3,8.47,
Clothes Washer,FISHER & PAYKEL,GW712,611,2.21,2,7.5,3.5,3,8.11,
Clothes Washer,BOSCH,WFL2080AU,190,4.393,4,6.5,3,3,5.9,
Clothes Washer,BOSCH,WFL2000AU,190,4.393,4,6.5,3,3,5.9,
Clothes Washer,Haier,XQJ50 31A,480,1.59,1.5,5,2,3,6.3,
Clothes Washer,BOSCH,WFL2480AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,BOSCH,WFL2060AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,DAEWOO,DWD-F1021 DWD-F1222,281,3.588,3.5,6.5,3,3,6.31,
Clothes Washer,DAEWOO,DWD-F1X2X,281,3.588,3.5,6.5,3,3,6.31,
Clothes Washer,THOR,TH1155LS,323,3.13697,3,6,2.5,3,6.23,
Clothes Washer,THOR,TH110F,323,3.13697,3,6,2.5,3,6.23,
Clothes Washer,BOSCH,WFL2060AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,BOSCH,WFL2480AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,HITACHI,SF-6500PX,734,1.2,1,6.5,3,3,8.34,
Clothes Washer,LG,WT-R851,652,2.2,2,8.5,4,3,8.52,
Clothes Washer,ASKO,W6342,175,4.53,4.5,6,2.5,3,6.25,
Clothes Washer,ASKO,W6222,175,4.53,4.5,6,2.5,3,6.25,
Clothes Washer,FISHER & PAYKEL,IW710,270,3.76,3.5,7,3,3,6.2,
Clothes Washer,FISHER & PAYKEL,IWM10,270,3.76,3.5,7,3,3,6.2,
Clothes Washer,OMEGA,Air Injection 8000,648,1.54,1.5,7,3,3,7.98,
Clothes Washer,OMEGA,WD1052,237,3.46,3,5,2,3,5.37,
Clothes Washer,OMEGA,CW1252,237,3.46,3,5,2,3,5.37,
Clothes Washer,OMEGA,CW852,237,3.46,3,5,2,3,5.37,
Clothes Washer,GENERAL ELECTRIC,WWH6604,245,3.22,3,5,2,3,5.45,
Clothes Washer,NEC,NW-752,786,1.37,1,7.5,3.5,3,8.86,
Clothes Washer,LG,WF-T452,496,1.23,1,4.5,1.5,3,5.96,
Clothes Washer,LG,WD-1215FB,244,4.1831,4,7,3,3,6.44,
Clothes Washer,Haier,HG 1000 TXV,284,3.04,3,5,2,3,5.84,
Clothes Washer,OMEGA,OCW1449,185,4.25,4,5.5,2,3,5.85,
Clothes Washer,LG,WD-1253FHB,233,4.21,4,7,3,3,6.33,
Clothes Washer,LG,WD-1253FH,233,4.21,4,7,3,3,6.33,
Clothes Washer,BOSCH,WFL2080AU,190,4.393,4,6.5,3,3,5.9,
Clothes Washer,BOSCH,WFL2000AU,190,4.393,4,6.5,3,3,5.9,
Clothes Washer,BOSCH,WFL2400AU,190,4.393,4,6.5,3,3,5.9,
Clothes Washer,BOSCH,WFL1800AU,174,4.406,4,6.5,3,3,5.74,
Clothes Washer,BOSCH,WFL1660AU,174,4.406,4,6.5,3,3,5.74,
Clothes Washer,BOSCH,WFL1880AU,174,4.406,4,6.5,3,3,5.74,
Clothes Washer,MIELE,W2515,196,4.2015,4,5.5,2,3,5.96,
Clothes Washer,SAMSUNG,P1003J,144,4.6839,4.5,6,2.5,3,5.94,
Clothes Washer,INDESIT,WI 102,382,3.069,3,7,3,3,6.82,
Clothes Washer,SAMSUNG,C1235,197,3.8347,3.5,5,2,3,5.47,
Clothes Washer,SAMSUNG,C835,185,3.7718,3.5,5,2,3,5.35,
Clothes Washer,MIELE,W502,155,4.58,4.5,5.5,2,3,6.05,
Clothes Washer,SAMSUNG,J845,302,3.54926,3.5,7,3,3,6.52,
Clothes Washer,SAMSUNG,Q1435V,266,4.3714,4,8,4,3,6.66,
Clothes Washer,LG,WD-8016C,247,4.0594,4,7.5,3.5,3,6.47,
Clothes Washer,BOSCH,WFO20**AU,226,4.21,4,7,3,3,6.26,
Clothes Washer,SAMSUNG,C1235AV,197,3.8347,3.5,5,2,3,5.47,
Clothes Washer,LG,WF-T655TH,729,1.25,1,6.5,3,3,8.29,
Clothes Washer,SAMSUNG,B1445,192,4.2977,4,6,2.5,3,5.92,
Clothes Washer,SAMSUNG,Q1235V,278,4.2521,4,8,4,3,6.78,
Clothes Washer,SAMSUNG,SW81ASP,647,2.04,2,8,4,3,8.47,
Clothes Washer,LG,WF-T552C,559,1.4,1,5.5,2,3,6.59,
Clothes Washer,INDESIT,W93,240,3.5,3.5,5.5,2,3,5.9,
Clothes Washer,FISHER & PAYKEL,MW059,632,2,2,5.5,2,3,8.32,
Clothes Washer,LG,WF-T902,804,1.85,1.5,9,4.5,3,9.54,
Clothes Washer,GENERAL ELECTRIC,WWH7804WWW,376,2.88,2.5,6,2.5,3,6.26,
Clothes Washer,MIELE,W939,149,4.48,4,5,2,3,5.49,
Clothes Washer,LG,WD-8074FHB,200,4.33,4,7,3,3,6,
Clothes Washer,MIELE,WT945,236,3.52,3.5,5,2,3,5.86,
Clothes Washer,MIELE,W828,151,4.44,4,5,2,3,5.51,
Clothes Washer,LG,WF-402,495,0.89,1,4,1,3,5.95,
Clothes Washer,MIELE,W963,184,4.05,4,5,2,3,5.84,
Clothes Washer,LG,WF-T652,731,1.24,1,6.5,3,3,8.31,
Clothes Washer,AEG,88840,239,4.24264,4,6.5,3,3,6.39,
Clothes Washer,HITACHI,HWF-1200X,191,4.393,4,6.5,3,3,5.91,
Clothes Washer,Haier,XPB90-99VS,610,2.36,2,9,4.5,3,8.1,
Clothes Washer,LG,WF-T852,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T853,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T853,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,MAYTAG,LAT9806BGE,695,1.45,1,7,3,3,7.95,
Clothes Washer,MAYTAG,LAT9306BGE,695,1.45,1,7,3,3,7.95,
Clothes Washer,MAYTAG,LAT9606BGE,695,1.45,1,7,3,3,7.95,
Clothes Washer,LG,WF-T853,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,LF700B,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WESTINGHOUSE LF700A,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WD-1021W,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WD-1021WH,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WESTINGHOUSE LF708B,186,4.42,4,7,3,3,5.86,
Clothes Washer,LG,WD-8050FH,186,4.42,4,7,3,3,5.86,
Clothes Washer,LG,WD-1253FH,233,4.21,4,7,3,3,6.33,
Clothes Washer,LG,WD-1253FHB,233,4.21,4,7,3,3,6.33,
Clothes Washer,BOSCH,WFB1606AU,142,4.28,4,5,2,3,5.42,
Clothes Washer,LG,LF700B,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WESTINGHOUSE LF700A,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WD-1021WH,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,LG,WD-1021W,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,MAYTAG,PAV2200AAW,778,1.16,1,7,3,3,8.78,
Clothes Washer,BOSCH,WFB2005AU,131,4.59,4.5,5,2,3,5.81,
Clothes Washer,HITACHI,PS-70AP,566,1.83,1.5,6,2.5,3,7.16,
Clothes Washer,BOSCH,WFK2891AU,196,4.16,4,5.5,2,3,5.96,
Clothes Washer,MAYTAG,LAT9806AGE,767,1.36,1,7.5,3.5,3,8.67,
Clothes Washer,MAYTAG,LAT9306AGE,767,1.36,1,7.5,3.5,3,8.67,
Clothes Washer,MAYTAG,LAT9606AGE,767,1.36,1,7.5,3.5,3,8.67,
Clothes Washer,NEC,NW-652,636,1.51,1.5,6.5,3,3,7.86,
Clothes Washer,BOSCH,WFB1605AU,142,4.28,4,5,2,3,5.42,
Clothes Washer,ASKO,W 6431,185,4.48,4,6,2.5,3,5.85,
Clothes Washer,LG,WF-T652,732,1.18,1,6.5,3,3,8.32,
Clothes Washer,ASKO,W6021,207,4.2042,4,6,2.5,3,6.07,
Clothes Washer,ZANUSSI,IZ16,274,3.51,3.5,5.5,2,3,6.24,
Clothes Washer,LG,WF-T852 & WF-853,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T854A,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,WHIRLPOOL,AWO3361,307,3.572,3.5,7,3,3,6.57,
Clothes Washer,ANDI,WMA6110XE,237,3.56,3.5,6,2.5,3,5.87,
Clothes Washer,ANDI,WA6110XE,237,3.56,3.5,6,2.5,3,5.87,
Clothes Washer,SAMSUNG,SW56APP,719,0.815498,1,5.5,2,3,8.19,
Clothes Washer,Haier,XQG50-HA800T,414,2.04,2,5,2,3,6.14,
Clothes Washer,SAMSUNG,J1045,297,3.71748,3.5,7,3,3,6.47,
Clothes Washer,OMEGA,CW-85SR,940,1.09,1,8,4,3,10.4,
Clothes Washer,LG,WF-T853 & WF-T854,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852A,876,1.41,1,8.5,4,3,9.76,
Clothes Washer,WHIRLPOOL,AWM600,282,2.8104,2.5,5.5,2,3,5.32,
Clothes Washer,SIGNATURE,SIG100-97,824,1.61,1.5,8.5,4,3,9.74,
Clothes Washer,FISHER & PAYKEL,MW512,470,1.5242,1.5,5.5,2,3,6.2,
Clothes Washer,WHIRLPOOL,AWO3561,326,3.7287,3.5,7.5,3.5,3,6.76,
Clothes Washer,WHIRLPOOL,AWO5761,425,3.08,3,7.5,3.5,3,7.25,
Clothes Washer,PRIMA,PWM5,460,1.74,1.5,5,2,3,6.1,
Clothes Washer,SAMSUNG,J1055,323,3.6836,3.5,7.5,3.5,3,6.73,
Clothes Washer,LG,WF-T502,552,1.24,1,5,2,3,6.52,
Clothes Washer,SAMSUNG,J1455,329,3.6875,3.5,7.5,3.5,3,6.79,
Clothes Washer,SAMSUNG,J1455AV,329,3.6875,3.5,7.5,3.5,3,6.79,
Clothes Washer,SAMSUNG,J1255AV,331,3.6281,3.5,7.5,3.5,3,6.81,
Clothes Washer,OMEGA,NEC NW-752,786,1.37,1,7.5,3.5,3,8.86,
Clothes Washer,OMEGA,CW-75WR,786,1.37,1,7.5,3.5,3,8.86,
Clothes Washer,LG,WF-T652A,732,1.18,1,6.5,3,3,8.32,
Clothes Washer,NIGHTINGALE,NW85E,824,1.61,1.5,8.5,4,3,9.74,
Clothes Washer,LG,WF-T702,736,1.38,1,7,3,3,8.36,
Clothes Washer,LG,WF-T502A,552,1.24,1,5,2,3,6.52,
Clothes Washer,LG,WF-T902A,804,1.85,1.5,9,4.5,3,9.54,
Clothes Washer,LG,WF-T752A,727,1.56,1.5,7.5,3.5,3,8.77,
Clothes Washer,LG,WF-T552A,559,1.4,1,5.5,2,3,6.59,
Clothes Washer,DOMETIC,WMD1050,211,2.4217,2,3,0.5,3,4.11,
Clothes Washer,CONIA,CWM5001T,411,2.01,2,5,2,3,6.11,
Clothes Washer,CENTREX,CTW60928T,328,2.9,2.5,6,2.5,3,5.78,
Clothes Washer,MIELE,W1213,237,4.13,4,6.5,3,3,6.37,
Clothes Washer,BOSCH,WFB4001AU,131,4.59,4.5,5,2,3,5.81,
Clothes Washer,LG,WT-H655TH,747,1.23,1,6.5,3,3,8.47,
Clothes Washer,LG,WT-H755TH,743,1.53,1.5,7.5,3.5,3,8.93,
Clothes Washer,SAMSUNG,B1045,202,4.127,4,6,2.5,3,6.02,
Clothes Washer,NEC,NFL-1065 NFL-1265,281,3.588,3.5,6.5,3,3,6.31,
Clothes Washer,NEC,NFL-1X65,281,3.588,3.5,6.5,3,3,6.31,
Clothes Washer,TEKA,TKX 100,189,3.8817,3.5,5,2,3,5.39,
Clothes Washer,LG,WD-1274FHB,214,4.46,4,7,3,3,6.14,
Clothes Washer,LG,WD-1074FHB,215,4.4,4,7,3,3,6.15,
Clothes Washer,LG,WF-T502TH,543,1.33,1,5,2,3,6.43,
Clothes Washer,LG,WF-T552TH,547,1.57,1.5,5.5,2,3,6.97,
Clothes Washer,LG,WD-1412RD,280,3.68,3.5,7,3,3,6.3,
Clothes Washer,BOSCH,WBB24750AU,314,4.2859,4,9,4.5,3,7.14,
Clothes Washer,LG,WF-T755TH,716,1.71,1.5,7.5,3.5,3,8.66,
Clothes Washer,LG,WT-H655A,747,1.23,1,6.5,3,3,8.47,
Clothes Washer,CENTREX,CTW60560,530,1.82,1.5,6,2.5,3,6.8,
Clothes Washer,LG,WD-1236 TD,214,4.2687,4,7,3,3,6.14,
Clothes Washer,LG,WD-1433 RD,233,4.3775,4,7,3,3,6.33,
Clothes Washer,LG,WF-402A,495,0.89,1,4,1,3,5.95,
Clothes Washer,Haier,B1000TX,416,2.17,2,5,2,3,6.16,
Clothes Washer,MIELE,W 310,144,4.83,4.5,5.5,2,3,5.94,
Clothes Washer,CONIA,CWM6001F,414,2.47,2,6,2.5,3,6.14,
Clothes Washer,WESTINGHOUSE,LF652D,334,3.31,3,6.5,3,3,6.34,
Clothes Washer,HITACHI,SF-H900TPX,1013,1.31,1,9,4.5,3,11.13,
Clothes Washer,HITACHI,SF-P90CJ,1013,1.31,1,9,4.5,3,11.13,
Clothes Washer,ASKO,W 6221,207,4.2,4,6,2.5,3,6.07,
Clothes Washer,LG,WD 8016 F,224,4.3477,4,7.5,3.5,3,6.24,
Clothes Washer,LG,WD-1025FB,200,4.66,4.5,7.5,3.5,3,6.5,
Clothes Washer,FISHER & PAYKEL,IW811,308,3.8,3.5,8,4,3,6.58,
Clothes Washer,LG,WT-H755A,743,1.53,1.5,7.5,3.5,3,8.93,
Clothes Washer,LG,WD-1470FD,209,4.51,4.5,7,3,3,6.59,
Clothes Washer,LG,WF-T755A,736,1.61,1.5,7.5,3.5,3,8.86,
Clothes Washer,LG,WD-8023FB,199,4.42,4,7.5,3.5,3,5.99,
Clothes Washer,LG,WD-1023FB,200,4.66,4.5,7.5,3.5,3,6.5,
Clothes Washer,DEC,LB-110,290,2.9582,2.5,5,2,3,5.4,
Clothes Washer,AEG,W1250,179,4.44,4,6,2.5,3,5.79,
Clothes Washer,BOSCH,WFR3230AU,198,4.579,4.5,6.5,3,3,6.48,
Clothes Washer,WHIRLPOOL,6AWM9150,418,3.7227,3.5,10,5,3,7.68,
Clothes Washer,OMEGA,OCW1000,261,3.48,3,5.5,2,3,5.61,
Clothes Washer,OMEGA,PROCW1,163,4.7,4.5,5.5,2,3,6.13,
Clothes Washer,MAYTAG,PAV2200AAW,778,1.162,1,7,3,3,8.78,
Clothes Washer,MAYTAG,PAV2300AGW,778,1.162,1,7,3,3,8.78,
Clothes Washer,SAMSUNG,SW61ASP,609,1.411342,1,6,2.5,3,7.09,
Clothes Washer,HOOVER,600MD,485,2.09,2,6,2.5,3,6.85,
Clothes Washer,LG,WD-1219BD,340,4.2302,4,10,5,3,7.4,
Clothes Washer,WHIRLPOOL,WF810W,291,3.1407,3,5.5,2,3,5.91,
Clothes Washer,WHIRLPOOL,WF810V,291,3.1407,3,5.5,2,3,5.91,
Clothes Washer,WHIRLPOOL,WF810*,291,3.1407,3,5.5,2,3,5.91,
Clothes Washer,HITACHI,HWF-800X,174,4.405,4,6.5,3,3,5.74,
Clothes Washer,AEG,86820,200,4.55,4.5,6.5,3,3,6.5,
Clothes Washer,WHIRLPOOL,AWM295,177,4.05,4,5.5,2,3,5.77,
Clothes Washer,WHIRLPOOL,AWM312,263,3.66,3.5,6,2.5,3,6.13,
Clothes Washer,BOSCH,WFO2060AU,209,4.19,4,6.5,3,3,6.09,
Clothes Washer,BOSCH,WFO2460AU,209,4.19,4,6.5,3,3,6.09,
Clothes Washer,HITACHI,PS-99BSP,670,2.2,2,8,4,3,8.7,
Clothes Washer,CENTREX,CTW60518,533,1.81,1.5,6,2.5,3,6.83,
Clothes Washer,ASKO,W6761,182,4.6581,4.5,6,2.5,3,6.32,
Clothes Washer,WHIRLPOOL,AWM8121,303,3.74,3.5,7,3,3,6.53,
Clothes Washer,WHIRLPOOL,AWM6100,304,3.43,3,6.5,3,3,6.04,
Clothes Washer,FISHER & PAYKEL,IW711,293,3.63,3.5,7,3,3,6.43,
Clothes Washer,WESTINGHOUSE,LF711C,220,4.3166,4,7,3,3,6.2,
Clothes Washer,SAMSUNG,SW60ASP,609,1.41,1,6,2.5,3,7.09,
Clothes Washer,SAMSUNG,SW50ASP,451,1.68,1.5,5,2,3,6.01,
Clothes Washer,WHIRLPOOL,WF665,211,3.3636,3,5,2,3,5.11,
Clothes Washer,WHIRLPOOL,AWM293,289,2.67,2.5,5,2,3,5.39,
Clothes Washer,FISHER & PAYKEL,MW511,469,2.05,2,5.5,2,3,6.69,
Clothes Washer,KLEENMAID OR ST GEORGE,LWK24,695,1.55,1.5,7.5,3.5,3,8.45,
Clothes Washer,KLEENMAID OR ST GEORGE,LWK/LWG74,695,1.55,1.5,7.5,3.5,3,8.45,
Clothes Washer,Haier,XQB70-A,515,2.4,2,7,3,3,7.15,
Clothes Washer,Haier,XQB70-E,515,2.4,2,7,3,3,7.15,
Clothes Washer,MAYTAG,LAT5006AGE,493,1.99,1.5,6,2.5,3,6.43,
Clothes Washer,OMEGA,CW1252,237,3.46,3,5,2,3,5.37,
Clothes Washer,OMEGA,CW852,237,3.46,3,5,2,3,5.37,
Clothes Washer,OMEGA,WD1052,237,3.46,3,5,2,3,5.37,
Clothes Washer,LG,WD-1023C,231,4.3731,4,7.5,3.5,3,6.31,
Clothes Washer,FISHER & PAYKEL,IW609,543,2.08,2,6.5,3,3,7.43,
Clothes Washer,FISHER & PAYKEL,GW609,543,2.08,2,6.5,3,3,7.43,
Clothes Washer,Haier,XQG50-9,456,1.73,1.5,5,2,3,6.06,
Clothes Washer,LG,WD-1050FH,201,4.45,4,7,3,3,6.01,
Clothes Washer,SAMSUNG,SWT90C1P,615,1.59,1.5,6,2.5,3,7.65,
Clothes Washer,WHIRLPOOL,AWM285,200,3.63,3.5,5,2,3,5.5,
Clothes Washer,FISHER & PAYKEL,IW709,632,2,2,7.5,3.5,3,8.32,
Clothes Washer,FISHER & PAYKEL,GW709,632,2,2,7.5,3.5,3,8.32,
Clothes Washer,WHIRLPOOL,6LSC9245***,797,1.46,1,8,4,3,8.97,
Clothes Washer,SAMSUNG,SWF-P8,133,4.64,4.5,5,2,3,5.83,
Clothes Washer,Haier,XQG50-AB1100CTX,359,2.58,2.5,5,2,3,6.09,
Clothes Washer,BENDIX,B1253X,454,2.81,2.5,7,3,3,7.04,
Clothes Washer,SAMSUNG,SW-T65BIP,472,1.47,1,4.5,1.5,3,5.72,
Clothes Washer,AEG,88830,200,4.57,4.5,6.5,3,3,6.5,
Clothes Washer,LG,WF-T752,727,1.56,1.5,7.5,3.5,3,8.77,
Clothes Washer,SAMSUNG,SW-T65D2P,472,1.47,1,4.5,1.5,3,5.72,
Clothes Washer,SAMSUNG,SW95ASP,795,1.89,1.5,9.5,5,3,9.45,
Clothes Washer,FISHER & PAYKEL,GW611,544,2.08,2,6.5,3,3,7.44,
Clothes Washer,WHIRLPOOL,AWM8143,227,4.06,4,6,2.5,3,6.27,
Clothes Washer,ASKO,W 6551,184,4.55,4.5,6,2.5,3,6.34,
Clothes Washer,Haier,XQB45-L,346,1.96,1.5,4.5,1.5,3,4.96,
Clothes Washer,ASKO,W 6661,182,4.65,4.5,6,2.5,3,6.32,
Clothes Washer,BOSCH,WFL2060AU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,BOSCH,WFL206KAU,203,4.09,4,6,2.5,3,6.03,
Clothes Washer,ASKO,W 6011,192,4.27,4,6,2.5,3,5.92,
Clothes Washer,Haier,XPB90-99VGS,616,2.35,2,9,4.5,3,8.16,
Clothes Washer,Haier,XQG60-QFQ800,396,2.73,2.5,6,2.5,3,6.46,
Clothes Washer,Haier,XQB45-62B2,350,1.94,1.5,4.5,1.5,3,5,
Clothes Washer,FISHER & PAYKEL,GW711,622,2.14,2,7.5,3.5,3,8.22,
Clothes Washer,FISHER & PAYKEL,IW511,458,2.05,2,5.5,2,3,6.58,
Clothes Washer,FISHER & PAYKEL,GW511,458,2.05,2,5.5,2,3,6.58,
Clothes Washer,THOR,TWD1055,289,3.26,3,6,2.5,3,5.89,
Clothes Washer,THOR,TWM806,289,3.26,3,6,2.5,3,5.89,
Clothes Washer,WESTINGHOUSE,WESTINGHOUSE LF700A,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,WD-1021WH,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,LG WD-1021W,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,LF700B,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,WESTINGHOUSE LF700B,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,WD-1021WH,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,LG WD-1021W,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,WESTINGHOUSE,LF700A,283,3.65,3.5,7,3,3,6.33,
Clothes Washer,HITACHI,SF-6000PX,709,1.09,1,6,2.5,3,8.09,
Clothes Washer,MAYTAG,MAH7550AAW,423,3.17,3,8,4,3,7.23,
Clothes Washer,MIELE,W1986,166,4.691146,4.5,6.5,3,3,6.16,
Clothes Washer,FISHER & PAYKEL,GW512,470,2.0566,2,5.5,2,3,6.7,
Clothes Washer,SMEG,S750,380,2.92,2.5,6.5,3,3,6.3,
Clothes Washer,SMEG,S650,377,2.93,2.5,6.5,3,3,6.27,
Clothes Washer,LG,WD-8030W,267,3.75,3.5,7,3,3,6.17,
Clothes Washer,MAYTAG,PAV2755***,778,1.162,1,7,3,3,8.78,
Clothes Washer,MAYTAG,PAV2300***,778,1.162,1,7,3,3,8.78,
Clothes Washer,LG,WD-8013F,231,3.9229,3.5,7,3,3,5.81,
Clothes Washer,FISHER & PAYKEL,IWC09,453,2.09,2,5.5,2,3,6.53,
Clothes Washer,FISHER & PAYKEL,GW509 / IW509,453,2.09,2,5.5,2,3,6.53,
Clothes Washer,FISHER & PAYKEL,MW512,492,1.795,1.5,5.5,2,3,6.42,
Clothes Washer,NEC,NW-452,484,1.29,1,4.5,1.5,3,5.84,
Clothes Washer,Haier,HG 1400 TXV EME,344,3.16,3,6,2.5,3,6.44,
Clothes Washer,NIGHTINGALE,NW50,460,1.74,1.5,5,2,3,6.1,
Clothes Washer,ASKO,W6231,196,4.3667,4,6,2.5,3,5.96,
Clothes Washer,LG,WF-T853,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T853,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T852,876,1.4181,1,8.5,4,3,9.76,
Clothes Washer,LG,WF-T851,876,1.4181,1,8.5,4,3,9.76,
