Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Air Conditioner,GALANZ,AUS-09H53R120L27(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L16(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L15(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L14(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L10(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L6(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L5(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L4(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L3(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L2(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L1(Db),0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,LENNOX,LNE051V/LNC051V,1.54,2.0124,2,1.1,0.5,3,2.0154,
Air Conditioner,LENNOX,LNE067V/LNC067V,2.08,2.0256,2,1.65,1,3,2.0208,
Air Conditioner,LENNOX,LNE025V/LNC025V,0.69,3.0226,3,0.6,0.5,3,3.0069,
Air Conditioner,MIDEA,MWF1-12CRN1-QC1G,1.09,1.942,1.5,0.52,0.5,3,1.5109,
Air Conditioner,LENNOX,LED160V3/LCD160V3,5.25,1.179,1,1.07,0.5,3,1.0525,
Air Conditioner,LENNOX,LNW037X,1.15,2.0208,2,0.64,0.5,3,2.0115,
Air Conditioner,TCL,TAC-09CHSA/*I(*=A;C;D;E;F;G;H;J;K;L;M;N;Q;R;Y;V;Z;BE;BF;BG;BH;BJ;BM;BK;BQ;BR;BV;BU;BY;BZ),0.73,2.46,2.5,0.2,0.5,3,2.5073,
Air Conditioner,Panasonic,CS-E18HB4EA/CU-E18HBR,1.53,1.5734,1.5,1.44,1,3,1.5153,
Air Conditioner,Panasonic,CS-E18DTEW/CU-E18DBR,1.47,1.5744,1.5,0.96,0.5,3,1.5147,
Air Conditioner,Panasonic,CS-E18GFEW/CU-E18GFR,1.55,1.7416,1.5,1.25,0.5,3,1.5155,
Air Conditioner,Gree,GWH24MD-K3DNA3A,2,1.4626,1,1.5,1,3,1.02,
Air Conditioner,Gree,GWH18MC-K3NNA3B,1.7,1.47,1,1.48,1,3,1.017,
Air Conditioner,CHIGO,CS-51V3A-P*AE2G,1.64,1.5112,1.5,1.41,1,3,1.5164,
Air Conditioner,Gree,GWH12MB-K3NNA3B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,Gree,GWHD24ACNK3A1A,2,1.5168,1.5,1.55,1,3,1.52,
Air Conditioner,CHIGO,CS-70V3A-Q*ASC,2.32,1.38,1,1.28,0.5,3,1.0232,
Air Conditioner,GALANZ,AUS-09H53R120L26(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L25(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L24(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L23(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L22(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L21(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L20(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L19(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L18(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R120L17(Db),0.75,2.12,2,0,0,3,2.0075,
Air Conditioner,GALANZ,AUS-09H53R150L25(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L24(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L21(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L15(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L10(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L5(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L4(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L3(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L2(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-09H53R150L1(b2),0.745,2.1222,2,0,0,3,2.00745,
Air Conditioner,GALANZ,AUS-12H53R120L30(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L21(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L11(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L10(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L5(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L4(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L3(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L2(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GALANZ,AUS-12H53R120L1(Da),0.95,1.9904,1.5,0,0,3,1.5095,
Air Conditioner,GREE,GJH09AB-K3MNB8A,0.9,1.4114,1,0.552,0.5,3,1.009,
Air Conditioner,TOSHIBA,RAS-24SKV2-A + RAS-24SAV2-A,2.33,1.6382,1.5,1.6,1,3,1.5233,
Air Conditioner,GALANZ,AUS-18H53R230D40(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D30(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D29(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D24(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D23(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D21(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D18(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,GALANZ,AUS-18H53R230D16(Db),1.68,1.5824,1.5,0,0,3,1.5168,
Air Conditioner,BENSON,BENDX 1P W 24  R/RC,0.69,2,2,0.48,0.5,3,2.0069,
Air Conditioner,Gree,GWH28ME-K3DNA3A,2.66,1.6854,1.5,1.89,1,3,1.5266,
Air Conditioner,SHARP,AC18RMCSYS,1.54,1.8752,1.5,1.318,1,3,1.5154,
Air Conditioner,SHARP,AC09RMCSYS,0.61,3.9018,3.5,0.765,0.5,3,3.5061,
Air Conditioner,Gree,GWH12MB-K3DNA7E,1.025,2.2912,2,0.375,0.5,3,2.01025,
Air Conditioner,Gree,GWH09MA-K3DNA7E,0.733,2.3482,2,0.222,0.5,3,2.00733,
Air Conditioner,Gree,GWH24MD-K3DNA7A,2,1.4676,1,1.422,1,3,1.02,
Air Conditioner,Gree,GWH18MC-K3DNA7A,1.64,1.574,1.5,1.27,0.5,3,1.5164,
Air Conditioner,CHIGO,CSS-61H3A-W*AE2B,1.98,1.5,1.5,1.53,1,3,1.5198,
Air Conditioner,YORK,YJHC12FSAAAA-III,0.99,2.1072,2,0,0,3,2.0099,
Air Conditioner,SHARP,AC24RMCSYS,2,1.5168,1.5,1.4,1,3,1.52,
Air Conditioner,SHARP,AC12RMCSYS,1,2.4512,2,0.78,0.5,3,2.01,
Air Conditioner,SHARP,AC-ZP60LZSYS,1.47,2.4338,2,1.15,0.5,3,2.0147,
Air Conditioner,YORK,YJHC09DSAAAA-III,0.75,2.133,2,0,0,3,2.0075,
Air Conditioner,CHIGO,CS-25H3A-M*AH5,0.77,2.6126,2.5,0.54,0.5,3,2.5077,
Air Conditioner,CHIGO,CS-35H3A-P*AH5G,1,2.2916,2,0.5,0.5,3,2.01,
Air Conditioner,GREE,GWH18MC-K3NNA7B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH18MC-K3NNA6B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH18MC-K3NNA5B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH18MC-K3NNA4B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH18MC-K3NNA2B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH18MC-K3NNA3B,1.7,1.4692,1,1.45,1,3,1.017,
Air Conditioner,GREE,GWH12MB-K3NNA4B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GWH12MB-K3NNA3B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GWH12MB-K3NNA2B,0.99,2.287,2,0.92,0.5,3,2.0099,
Air Conditioner,GREE,GWH09MB-K3NNA2B,0.8,2.2656,2,0.43,0.5,3,2.008,
Air Conditioner,GREE,GWH09MB-K3NNA3B,0.8,2.2656,2,0.43,0.5,3,2.008,
Air Conditioner,GREE,GWH09MB-K3NNA4B,0.8,2.2656,2,0.43,0.5,3,2.008,
Air Conditioner,GREE,GWH12MB-K3DNA2E,1.03,2.3314,2,0.28,0.5,3,2.0103,
Air Conditioner,AKAI,AUS-18H53R230D4(a4),1.6,1.518118854,1.5,2.45,1,3,1.516,
Air Conditioner,AKAI,AUS-12H53R130D2(b2),0.97,2.332016482,2,0.684,0.5,3,2.0097,
Air Conditioner,LG,UTN18WH/UU18WH,1.35,2.9656,2.5,0.65,0.5,3,2.5135,
Air Conditioner,TOSHIBA,RAS-10SKVR-A & RAS-10SAVR-A,0.6,3.36,3,1,0.5,3,3.006,
Air Conditioner,LENNOX,LNE088C/LNC088C,2.7,2.0088,2,3.42,1.5,3,2.027,
Air Conditioner,Gree,GWHD12ABNK3A1A,1,2.4512,2,0.85,0.5,3,2.01,
Air Conditioner,LG,UTN21WH/UU21WH,1.53,3.2028,3,0.4,0.5,3,3.0153,
Air Conditioner,LG,UTN12WH/UU12WH,0.99,2.964,2.5,0.35,0.5,3,2.5099,
Air Conditioner,GREE,GWH09MA-K3DNA2A,0.718,2.3482,2,0.2,0.5,3,2.00718,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK71ZEA-S1,2.21,1.5746,1.5,1.5,1,3,1.5221,
Air Conditioner,Panasonic,CS-E12GFEW/CU-E12GFE-1,0.965,2.28,2,1.05,0.5,3,2.00965,
Air Conditioner,ICE Solair Australia Pty Ltd,ICE(RC)-35WM,1.01,2.301600285,2,0.5,0.5,3,2.0101,
Air Conditioner,Panasonic,CS-E15JD3EA/CU-E15HBR,1.24,1.5754,1.5,0.2,0.5,3,1.5124,
Air Conditioner,SHARP,AC18RMCSYS,1.54,2.051,2,1.272,0.5,3,2.0154,
Air Conditioner,TOSHIBA,RAS-22SKVR-A+RAS-22SAV2-A,2,1.2594,1,2,1,3,1.02,
Air Conditioner,CARRIER,42NQV050M-A + 38NYV050M-A,1.51,2.2128,2,1.8,1,3,2.0151,
Air Conditioner,Panasonic,CS-E24LKR-1/CU-E24LKR-1,2.36,1.5522,1.5,2.2,1,3,1.5236,
Air Conditioner,GREE,GWH09RB-K3NNA5B,0.8,2.275,2,0.34,0.5,3,2.008,
Air Conditioner,GREE,GWH09RB-K3NNA4B,0.8,2.275,2,0.34,0.5,3,2.008,
Air Conditioner,GREE,GWH09RB-K3NNA3B,0.8,2.275,2,0.34,0.5,3,2.008,
Air Conditioner,GREE,GWH09RB-K3NNA2B,0.8,2.275,2,0.34,0.5,3,2.008,
Air Conditioner,GREE,GWH09RB-K3NNA1B,0.8,2.275,2,0.34,0.5,3,2.008,
Air Conditioner,GREE,GWH24MD-K3DNA3A,2,1.4726,1,1.56,1,3,1.02,
Air Conditioner,AQUILON,RIH85A(outdoor unit); DIV85A (indoor unit),2.81,1.1816,1,1,0.5,3,1.0281,
Air Conditioner,SHARP,AC18RNCSYS,1.52,2.0536,2,3.5,1.5,3,2.0152,
Air Conditioner,SHARP,AC12RNCSYS,0.9,3.0534,3,0.875,0.5,3,3.009,
Air Conditioner,SHARP,AC09RNCSYS,0.67,3.223,3,0.628,0.5,3,3.0067,
Air Conditioner,SHARP,AC24RNCSYS,2,2.4704,2,5.397,2.5,3,2.02,
Air Conditioner,CARRIER,42LUVH034K+38LUVH034K,0.88,3.0606,3,0.7,0.5,3,3.0088,
Air Conditioner,CARRIER,42LUVH050K+38LUVH050K,1.51,2.0506,2,1.1,0.5,3,2.0151,
Air Conditioner,CARRIER,42LUVH060K+38LUVH060K,1.85,2.0224,2,1.65,1,3,2.0185,
Air Conditioner,CARRIER,42LUVH080K+38LUVH080K,2.46,2.1304,2,2.1,1,3,2.0246,
Air Conditioner,GREE,GWH09AA-K5NNA6A,0.78,2.3634,2,0,0,3,2.0078,
Air Conditioner,TOSHIBA,RAS-13SKVR-A +RAS-13SAVR-A,1.02,2.0284,2,1.35,1,3,2.0102,
Air Conditioner,AURA,AUR-09CRN1,0.76,2.8058,2.5,0.36,0.5,3,2.5076,
Air Conditioner,SHARP,AC48LZSYS,0.99,2.28,2,0.82,0.5,3,2.0099,
Air Conditioner,Gree,GJH24AC-K3MNB8A,1.99,1.5128,1.5,1.79,1,3,1.5199,
Air Conditioner,Gree,GWHD24C1NK3AA,2.4,1.5478,1.5,2.19,1,3,1.524,
Air Conditioner,Domain,IWR-60C,2,1.648,1.5,1.45,1,3,1.52,
Air Conditioner,SUMIDA,SASW-H18A4/SKR1DI-AU,1.65,1.5413,1.5,1,0.5,3,1.5165,
Air Conditioner,SUMIDA,SASW-H12A4/SKR1DI-AU,0.988,2.3472,2,0.4,0.5,3,2.00988,
Air Conditioner,AURA,AUR-24CRN1,2.2,2.1094,2,1.81,1,3,2.022,
Air Conditioner,HOSHINO,H-INV-3.5KW,1.03,2.2467,2,0.665,0.5,3,2.0103,
Air Conditioner,YORK,YJHC24DSAAAA-III,2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-18H53R230D25(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D24(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D21(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D11(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D10(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D5(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D4(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D3(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D2(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-18H53R230D1(a4),1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,SUMIDA,SASW-H24TA4/SKR1DI-AU,2,1.8332,1.5,1,0.5,3,1.52,
Air Conditioner,SUMIDA,SASW-H09A4/SKR1DI-AU,0.76,2.4758,2,0.4,0.5,3,2.0076,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDEN140VNXVD,4.98,0.8326,1,3.904,2,3,1.0498,
Air Conditioner,GLOBAL AIR,ASW-H24TA4/#R1DI,2,1.834,1.5,0.77,0.5,3,1.52,
Air Conditioner,Domain,IWR-80C,2.66,1.68,1.5,1.851,1,3,1.5266,
Air Conditioner,SHARP,AC28RMCSYS,2.66,1,1,1.84,1,3,1.0266,
Air Conditioner,Gree,GWH18MC-K3NNA8B/I & GWH18MC-K3NNA3B/O,1.7,1.487,1,1.15,0.5,3,1.017,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,SRK35ZGA-S,1.05,2.034,2,1,0.5,3,2.0105,
Air Conditioner,Haier,AD282AHEAA/AU282AHEAA,2.98,1.0696,1,2.2,1,3,1.0298,
Air Conditioner,Haier,AB362ACEAA/AU362AIEAA,3.45,2.0484,2,2.8,1.5,3,2.0345,
Air Conditioner,GLOBAL AIR,ASW-H24B4/SQCR1-AU,2.11,1.9278,1.5,1.533,1,3,1.5211,
Air Conditioner,Haier,AD282AMERA/AU282AHERA,2.85,1.175,1,3,1.5,3,1.0285,
Air Conditioner,CARRIER,42LUVH034K & 38LUVH034K,0.88,3.06,3,0.7,0.5,3,3.0088,
Air Conditioner,LG,M28AWN-NC11/R28AWN-UC11,2.58,1.6958,1.5,1.5,1,3,1.5258,
Air Conditioner,LG,E28AWN-NC11/R28AWN-UC11,2.58,1.6958,1.5,1.5,1,3,1.5258,
Air Conditioner,LG,R28AWN-NC11/R28AWN-UC11,2.58,1.6958,1.5,1.5,1,3,1.5258,
Air Conditioner,Haier,AB362ACEAA/AU362AIEAA,3.45,2.0484,2,2.8,1.5,3,2.0345,
Air Conditioner,HAIER,HSU-12HEA03/R2(DB)-A,1.02,2.684,2.5,1.17,0.5,3,2.5102,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDT125VNV,4.05,1.1982,1,2.5,1,3,1.0405,
Air Conditioner,MITSUBISHI HEAVY INDUSTRIES LTD.,FDT125VNVD,4.05,1.1982,1,2.5,1,3,1.0405,
Air Conditioner,Metro,MT-5.2KW,1.64,1.5432,1.5,1,0.5,3,1.5164,
Air Conditioner,Metro,MT-7.0KW,2.3,1.5988,1.5,1,0.5,3,1.523,
Air Conditioner,DIMPLEX,GD18I,1.64,1.57,1.5,1.275,0.5,3,1.5164,
Air Conditioner,Haier,AD282AMERA/AU282AHERA,2.85,1.175,1,3,1.5,3,1.0285,
Air Conditioner,LENNOX,LNE027C/LNC027C,0.75,2.5058,2.5,0.34,0.5,3,2.5075,
Air Conditioner,LG,M24AWN-NC11/R24AWN-UC11,2.35,1.8232,1.5,2,1,3,1.5235,
Air Conditioner,LG,E24AWN-NC11/R24AWN-UC11,2.35,1.8232,1.5,2,1,3,1.5235,
Air Conditioner,LG,R24AWN-NC11/R24AWN-UC11,2.35,1.8232,1.5,2,1,3,1.5235,
Air Conditioner,TOSHIBA,RAS-B10UFV-A + RAS-10SAVR-A,0.6,3.3432,3,0.4,0.5,3,3.006,
Air Conditioner,TOSHIBA,RAS-B13UFV-A + RAS-13SAVR-A2,1.02,2.2084,2,1.05,0.5,3,2.0102,
Air Conditioner,TOSHIBA,RAS-B18UFV-A + RAS-18SAV2-A,1.63,1.4182,1,1.4,1,3,1.0163,
Air Conditioner,TEMPERZONE,ISDL56KOSA55RKS,1.85,1.264494121,1,0.968,0.5,3,1.0185,
Air Conditioner,GREE,GWH12AB-K5NNA6A,1.005,2.1742,2,0,0,3,2.01005,
Air Conditioner,TOSHIBA,RAS-22SKVR-A & RAS-22SAV2-A,2,1.2594,1,2,1,3,1.02,
Air Conditioner,YORK,YJHC12DSAAAA-III,0.95,1.99,1.5,0,0,3,1.5095,
Air Conditioner,LENNOX,LNE071C/LNC071C,2.15,2.0266,2,1.67,1,3,2.0215,
Air Conditioner,LENNOX,LED100V3/LCD100V3,2.9,1.4878,1,2.08,1,3,1.029,
Air Conditioner,CARRIER,42LUVH070K+38LUVH070K,2.08,2.0256,2,1.65,1,3,2.0208,
Air Conditioner,CARRIER,42NQV035H-A + 38NYV035H-A,1.03,2.0284,2,1.35,1,3,2.0103,
Air Conditioner,GALANZ,AUS-24H53R330G21(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G19(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G11(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G10(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G6(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G5(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G4(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G3(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G2(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,GALANZ,AUS-24H53R330G1(a4),2.2,1.3566,1,0,0,3,1.022,
Air Conditioner,SolAir World,SW W(R)-35GW,1.01,2.284155315,2,0.515,0.5,3,2.0101,
Air Conditioner,ADVANTAGE AIR,AACV-220,7.2,1.645819783,1.5,4.5,2,3,1.572,
Air Conditioner,GALANZ,AUS-09H53R150L25(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L24(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L21(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L15(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L10(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L5(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L4(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L3(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L2(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-09H53R150L1(b2),0.735,2.3334,2,0.445,0.5,3,2.00735,
Air Conditioner,GALANZ,AUS-24H53R330G30(Da),2.1,1.64,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G29(Da),2.1,1.64,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G21(Da),2.1,1.64,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G19(Da),2.1,1.64,1.5,0,0,3,1.521,
Air Conditioner,YORK,YJHC18FSAAAA-III,1.6,1.5182,1.5,0,0,3,1.516,
Air Conditioner,GALANZ,AUS-24H53R330G21(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G19(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G11(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G10(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G6(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G5(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G4(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G3(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G2(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GALANZ,AUS-24H53R330G1(f4),2.3,1.5294,1.5,0,0,3,1.523,
Air Conditioner,GREE,GWH24MD-K3NNA4B,2.04,1.5658,1.5,1.62,1,3,1.5204,
Air Conditioner,GREE,GWH24MD-K3NNA2B,2.04,1.5658,1.5,1.62,1,3,1.5204,
Air Conditioner,GREE,GWH24MD-K3NNA3B,2.04,1.5658,1.5,1.62,1,3,1.5204,
Air Conditioner,GREE,GWH12RB-K3NNA5B,0.97,2.374,2,0.475,0.5,3,2.0097,
Air Conditioner,GREE,GWH12RB-K3NNA4B,0.97,2.374,2,0.475,0.5,3,2.0097,
Air Conditioner,GREE,GWH12RB-K3NNA3B,0.97,2.374,2,0.475,0.5,3,2.0097,
Air Conditioner,GREE,GWH12RB-K3NNA2B,0.97,2.374,2,0.475,0.5,3,2.0097,
Air Conditioner,GREE,GWH12RB-K3NNA1B,0.97,2.374,2,0.475,0.5,3,2.0097,
Air Conditioner,GALANZ,AUS-24H53R330G18(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G11(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G10(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G7(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G6(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G5(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G4(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G3(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G2(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,GALANZ,AUS-24H53R330G1(Da),2.1,1.6462,1.5,0,0,3,1.521,
Air Conditioner,YORK,YJHC07FSAAAA-III,0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L25(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L24(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L21(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L15(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L10(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L5(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L4(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L3(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L2(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,GALANZ,AUS-07H53R150L1(2),0.62,2.2582,2,0,0,3,2.0062,
Air Conditioner,Panasonic,CS-E18JD3EA/CU-E18HBR,1.62,1.2469,1,1.53,1,3,1.0162,
Air Conditioner,GREE,GWHN24FANK3A1C,2.3,1.5214,1.5,1.4,1,3,1.523,
Air Conditioner,Gree,GJH18AC-K3MNB8A,1.76,1.5386,1.5,1.58,1,3,1.5176,
